,APP_Libelle_etablissement,Adresse_2_UA,Code_postal,Libelle_commune,Numero_inspection,Date_inspection,APP_Libelle_activite_etablissement,Synthese_eval_sanit,Agrement,filtre,lat,lon
181,FRANPRIX (ASNIERESDIS),10 PL DES VICTOIRES,92600,ASNIERES SUR SEINE,16074800,2021-07-06T02:00:00+02:00,Alimentation générale,Très satisfaisant,,Alimentation générale,48.909911,2.291428
185,BIENVENUE,150 BOULEVARD NATIONAL,92000,NANTERRE,16194146,2021-10-08T02:00:00+02:00,Restaurant,A améliorer,,Restaurant,48.889845,2.181618
190,LE PALAIS HON SING (ZHENG WEI),14 AV MARCEAU,92400,COURBEVOIE,16161586,2021-09-15T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.898832,2.246599
194,EPICUREO (EPICUREO CLICHY),51 BD DU GENERAL LECLERC,92110,CLICHY,16302298,2022-01-03T01:00:00+01:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.90221,2.313848
198,DELICES DE HONG KONG,42 RUE JEAN JAURES,92800,PUTEAUX,16244650,2021-11-23T01:00:00+01:00,Restaurant,Satisfaisant,,Restaurant,48.884294,2.24598
202,SARL XUANG,62 RUE SAINT DENIS,92700,COLOMBES,15971947,2021-04-16T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.923989,2.254152
205,CARREFOUR (CARREFOUR HYPERMARCHES),21 R LOUIS CALMEL,92230,GENNEVILLIERS,16189051,2021-10-05T02:00:00+02:00,Rayon poissonnerie,Très satisfaisant,,Rayon poissonnerie,48.925205,2.290787
213,CARREFOUR (CARREFOUR HYPERMARCHES),21 R LOUIS CALMEL,92230,GENNEVILLIERS,16189028,2021-10-05T02:00:00+02:00,Alimentation générale,Très satisfaisant,,Alimentation générale,48.925205,2.290787
216,U-EXPRESS (SODIGARCHES),153  GRANDE RUE,92380,GARCHES,16326320,2022-02-02T01:00:00+01:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.844614,2.187408
221,YE XING YUAN (YE XING YUAN),105 RUE BOUCICAUT,92260,FONTENAY AUX ROSES,16162612,2021-09-16T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.792551,2.284933
227,LES VALLEES GOURMANDES,27 B RUE DES VALLEES,92700,COLOMBES,15940939,2021-03-23T01:00:00+01:00,Traiteur,Satisfaisant,,Traiteur,48.914473,2.257858
228,MONSIEUR TY LAM,3 AV JOFFRE,92380,GARCHES,16221738,2021-10-28T02:00:00+02:00,Primeur,Satisfaisant,,Primeur,48.838817,2.186315
230,OUTMANI EL HASSANE,14 RUE DE L ABBE DERRY,92130,ISSY LES MOULINEAUX,15979736,2021-04-22T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.822519,2.279761
239,HANOÏ CA PHÊ (HANOÏ DEFENSE),CENTRE COMMERCIAL LA DEFENSE NIVEAU 3,92800,PUTEAUX,16171753,2021-09-23T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.891676,2.240814
243,CHOCOLATS ETC,22 RUE GABRIEL PERI,92320,CHATILLON,16193816,2021-10-06T02:00:00+02:00,Boulangerie-Pâtisserie,Très satisfaisant,,Boulangerie-Pâtisserie,48.802692,2.287844
244,LE PARADIS DU FRUIT (PARADIS DEFENSE),CENTRE COMMERCIAL PARVIS DE LA DEFENSE,92800,PUTEAUX,16312362,2022-01-18T01:00:00+01:00,Restaurant,Satisfaisant,,Restaurant,48.891592,2.241092
247,L'ARIEL (MONSIEUR MARC CHEN),62 RUE BAUDIN,92300,LEVALLOIS PERRET,16102961,2021-07-27T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.897995,2.284999
248,LA PETITE CANTINE (LA PETITE CANTINE),1 RUE DE LILLE,92200,NEUILLY SUR SEINE,16038618,2021-06-11T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.894104,2.274844
249,TUTTI FRUTI (SARL JERVAL),4 RUE PIERRE MIDRIN,92310,SEVRES,16320757,2022-01-27T01:00:00+01:00,Primeur,Très satisfaisant,,Primeur,48.822745,2.211598
254,LE VOLTAIRE (FRANCUZ GILLES),1 PL VOLTAIRE,92290,CHATENAY MALABRY,16140569,2021-08-27T02:00:00+02:00,Restaurant,A améliorer,,Restaurant,48.766195,2.279202
256,AU PETIT SUD OUEST (EIDOLE),4 RUE BAUDIN,92300,LEVALLOIS PERRET,16189856,2021-10-06T02:00:00+02:00,Restaurant,A améliorer,,Restaurant,48.895041,2.278607
261,LE SANCERRE (NANT'ARC),JARDIN DE L'ARCHE,92000,NANTERRE,16158941,2021-09-07T02:00:00+02:00,Restaurant,Très satisfaisant,,Restaurant,48.894507,2.230147
264,BOURJA*LAHSEN/,25 RUE DE NEUILLY,92110,CLICHY,16334805,2022-02-09T01:00:00+01:00,Alimentation générale,A améliorer,,Alimentation générale,48.900159,2.298264
265,HOKI SUSHI (YSOU),PL DE LA RENAISSANCE,92270,BOIS COLOMBES,16327558,2022-02-03T01:00:00+01:00,Restaurant,A améliorer,,Restaurant,48.907314,2.261455
274,Aux Merveilleux (L.V.D.H),8 BD JEAN JAURES,92100,BOULOGNE BILLANCOURT,16242139,2021-11-19T01:00:00+01:00,Boulangerie-Pâtisserie,Très satisfaisant,,Boulangerie-Pâtisserie,48.830109,2.246726
277,CASA DEL CONDOR,72 AV DE BOURG LA REINE,92220,BAGNEUX,16169600,2021-09-21T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.784992,2.307327
282,UNAGI (UNAGI),18 AV DU GAL DE GAULLE,92250,LA GARENNE COLOMBES,16177305,2021-09-24T02:00:00+02:00,Restaurant,A améliorer,,Restaurant,48.909318,2.25503
289,LA ROYALTINE (ISMALDJY MOHAMADHOUSSEN),110 RUE PIERRE BROSSOLETTE,92320,CHATILLON,16246831,2021-11-24T01:00:00+01:00,Boulangerie-Pâtisserie,A améliorer,,Boulangerie-Pâtisserie,48.801787,2.274913
296,MAESTRO 92,34 AV DU MARECHAL JOFFRE,92000,NANTERRE,16320468,2022-01-26T01:00:00+01:00,Restaurant,A améliorer,,Restaurant,48.885662,2.194773
299,SARL FROMAGERIE ROVECCHIO,119 RUE JEAN JAURES,92800,PUTEAUX,15991679,2021-05-04T02:00:00+02:00,Alimentation générale,Très satisfaisant,,Alimentation générale,48.880959,2.238088
301,LA FOURNEE SAINT LOUIS (MLC),6 PL ST LOUIS,92380,GARCHES,16327493,2022-02-02T01:00:00+01:00,Boulangerie-Pâtisserie,A améliorer,,Boulangerie-Pâtisserie,48.845247,2.187301
312,PATISSERIES ET GOURMANDISES PAR STEPHANE GLACIER,39 RUE DU GENERAL LECLERC,92270,BOIS COLOMBES,16194632,2021-09-29T02:00:00+02:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.914652,2.270566
313,DRINK DINNER (LOL CAFE),51 AV DE STALINGRAD,92700,COLOMBES,16015452,2021-05-27T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.928573,2.269201
314,BIO C'BON (SO.BIO),20 RUE DE LA REPUBLIQUE,92170,VANVES,15947067,2021-03-25T01:00:00+01:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.820695,2.285898
319,LE PAIN DE RUEIL (SOCIETE BA),154 AV DU PDT POMPIDOU,92500,RUEIL MALMAISON,15977463,2021-04-20T02:00:00+02:00,Boulangerie-Pâtisserie,A améliorer,,Boulangerie-Pâtisserie,48.867369,2.199851
321,jeff de bruges (AU COEUR DU CHOCOLAT),38 RUE AUGUSTE MOUNIE,92160,ANTONY,16264093,2021-11-30T01:00:00+01:00,Boulangerie-Pâtisserie,Très satisfaisant,,Boulangerie-Pâtisserie,48.754081,2.30211
322,HOLDING SAMM,2 GRAND PLACE,92350,LE PLESSIS ROBINSON,16179134,2021-09-28T02:00:00+02:00,Restaurant,Très satisfaisant,,Restaurant,48.781381,2.263381
323,CASINO (PLANUS),7 PL AIME CESAIRE,92140,CLAMART,16223796,2021-11-03T01:00:00+01:00,Alimentation générale,A améliorer,,Alimentation générale,48.782848,2.24374
330,FRANPRIX (MOTALPRIX),19 RUE PAUL BERT,92240,MALAKOFF,16224758,2021-11-04T01:00:00+01:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.818066,2.296493
332,BOULANGERIE PAUL (ELIOR CONCESSIONS GARES),STATION DEFENSE RER,92800,PUTEAUX,16107357,2021-07-29T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.890171,2.242921
334,LA FRIANDISE (LA FRIANDISE),20 RUE BAPST,92600,ASNIERES SUR SEINE,16051099,2021-06-11T02:00:00+02:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.909153,2.286971
339,COCCI MARKET (NAJAH),226 AV D ARGENTEUIL,92600,ASNIERES SUR SEINE,16044986,2021-06-11T02:00:00+02:00,Alimentation générale,Très satisfaisant,,Alimentation générale,48.921124,2.278594
346,S COMME SUSHI (FIFTY FIFTY),1 RUE ROUSSEL,92250,LA GARENNE COLOMBES,16238071,2021-11-18T01:00:00+01:00,Restaurant,Satisfaisant,,Restaurant,48.908267,2.239537
348,LEONIDAS (MONSIEUR RAPHAEL JACQUEMET),15 RUE ANDRE CHENIER,92130,ISSY LES MOULINEAUX,16118250,2021-08-05T02:00:00+02:00,Boulangerie-Pâtisserie,Très satisfaisant,,Boulangerie-Pâtisserie,48.822921,2.271826
356,la salle à manger (LOU),193 RUE GALLIENI,92100,BOULOGNE BILLANCOURT,16107689,2021-07-28T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.835673,2.233199
361,COME (KIPLINE),1 RUE SIMONE VEIL,92110,CLICHY,15968438,2021-04-14T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.897542,2.308469
369,LA VIE CLAIRE,68 B RUE MARJOLIN,92300,LEVALLOIS PERRET,16332313,2022-02-08T01:00:00+01:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.89819,2.290088
371,boucherie Freon (SAS JLF),5 GAL DES MARCHANDS,92360,MEUDON,16199353,2021-10-13T02:00:00+02:00,Boucherie-Charcuterie,A améliorer,,Boucherie-Charcuterie,48.787805,2.228429
372,SODICHAUMONT,21 BOULEVARD SAINT DENIS,92400,COURBEVOIE,16190916,2021-10-07T02:00:00+02:00,Alimentation générale,A améliorer,,Alimentation générale,48.896411,2.258579
374,LE PALAIS GOURMAND,24 ALL LEON GAMBETTA,92110,CLICHY,16302327,2022-01-04T01:00:00+01:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.902381,2.309956
376,MONALISA (SAINT MAXIME),5 BD RICHARD WALLACE,92800,PUTEAUX,16008477,2021-05-20T02:00:00+02:00,Restaurant,A améliorer,,Restaurant,48.879042,2.241427
377,DE NEUVILLE (RY2I),11 RUE AUGUSTE MOUNIE,92160,ANTONY,16301429,2021-12-21T01:00:00+01:00,Boulangerie-Pâtisserie,Très satisfaisant,,Boulangerie-Pâtisserie,48.753958,2.302669
381,PRIMEURS DES BOURGUIGNONS,37 RUE DES BOURGUIGNONS,92270,BOIS COLOMBES,16056334,2021-06-23T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.913703,2.273386
393,SARL ASK,33 RUE LOUIS CASTEL,92230,GENNEVILLIERS,16077762,2021-07-07T02:00:00+02:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.916035,2.298831
395,BOULANGERIE ROUIN,95 RUE DE PARIS,92110,CLICHY,16138086,2021-08-25T02:00:00+02:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.901517,2.303042
396,MAISON LOREL (MAISON LOREL),16 PLACE DE LA REPUBLIQUE,92220,BAGNEUX,16029758,2021-06-07T02:00:00+02:00,Boulangerie-Pâtisserie,A améliorer,,Boulangerie-Pâtisserie,48.796225,2.30185
398,SSP PARIS,CENTRE COMMERCIAL DU RER,92800,PUTEAUX,15995203,2021-05-06T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.886919,2.243188
404,LE MAGISTRAL,188 AVENUE ARISTIDE BRIAND,92220,BAGNEUX,16350251,2022-02-23T01:00:00+01:00,Restaurant,Satisfaisant,,Restaurant,48.79473,2.321086
408,PICARD (PICARD SURGELES),19 PL DE LA RESISTANCE,92130,ISSY LES MOULINEAUX,16042583,2021-06-15T02:00:00+02:00,_,Satisfaisant,,,48.820946,2.250311
412,PRET A MANGER (PRET (FRANCE)),1 PRV DE LA DEFENSE,92800,PUTEAUX,15943639,2021-03-24T01:00:00+01:00,Restaurant,Très satisfaisant,,Restaurant,48.891676,2.240814
414,LES SAVEURS DE COLOMBES,14 RUE SAINT DENIS,92700,COLOMBES,16213261,2021-10-25T02:00:00+02:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.923823,2.257828
422,LA VIE CLAIRE,9 AV JOFFRE,92380,GARCHES,15998106,2021-05-07T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.839132,2.186121
425,SOCIETE DE DISTRIBUTION ALIMENTAIRE,1 PLACE DU PRESIDENT KENNEDY,92170,VANVES,16103671,2021-07-13T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.820524,2.284953
428,MAISON DELCOURT (SA BOULANGERIE PATISSERIE DE L'EGLISE),10 PL DE L EGLISE,92500,RUEIL MALMAISON,16235304,2021-11-16T01:00:00+01:00,Boulangerie-Pâtisserie,A améliorer,,Boulangerie-Pâtisserie,48.874939,2.168453
430,SYSTÈME U (DISTRILEV),90 RUE ANATOLE FRANCE,92300,LEVALLOIS PERRET,15986509,2021-04-28T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.893278,2.28408
431,"G-20 (S.A. "" CREMERIE NOUVELLE "")",80 AVENUE MARCEAU,92400,COURBEVOIE,16001153,2021-05-07T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.901365,2.244312
433,MONOPRIX (MONOPRIX EXPLOIT PAR ABREVIATION MPX),BD DE LA REPUBLIQUE,92210,SAINT CLOUD,16227704,2021-11-08T01:00:00+01:00,Alimentation générale,Très satisfaisant,,Alimentation générale,48.850109,2.213387
436,MONOPRIX (MONOPRIX EXPLOIT PAR ABREVIATION MPX),6 PL DES VICTOIRES,92600,ASNIERES SUR SEINE,16074417,2021-07-06T02:00:00+02:00,Alimentation générale,Très satisfaisant,,Alimentation générale,48.910386,2.291063
439,FRANPRIX (SUP DES VALLEES),17 R DES VALLEES,92700,COLOMBES,16115199,2021-08-05T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.915163,2.257811
442,LA VIE CLAIRE,58 RUE BOUCICAUT,92260,FONTENAY AUX ROSES,16049944,2021-06-16T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.791239,2.287276
454,LE GRENIER A PAIN (LE GRENIER A PAIN VANVES),40 RUE RAYMOND MARCHERON,92170,VANVES,16308586,2022-01-11T01:00:00+01:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.81942,2.288405
461,PICARD SURGELES,111 RUE DE PARIS,92190,MEUDON,16023419,2021-06-01T02:00:00+02:00,_,Très satisfaisant,,,48.807395,2.237762
464,PICARD SURGELES,13 AVENUE DE CELLE,92360,MEUDON,16133417,2021-08-20T02:00:00+02:00,_,Satisfaisant,,,48.787011,2.22808
466,PICARD SURGELES (PICARD SURGELES),59 RUE DE SAINT CLOUD,92410,VILLE D AVRAY,16027818,2021-06-03T02:00:00+02:00,_,Très satisfaisant,,,48.829354,2.193653
467,PICARD SURGELES (PICARD SURGELES),122 AVENUE DE LA REPUBLIQUE,92120,MONTROUGE,16082764,2021-07-12T02:00:00+02:00,_,Très satisfaisant,,,48.813572,2.316456
469,PICARD SURGELES,76 RUE D ESTIENNE D ORVES,92500,RUEIL MALMAISON,16235266,2021-11-16T01:00:00+01:00,_,Très satisfaisant,,,48.886965,2.179641
470,PICARD SURGELES,72 GRANDE RUE,92310,SEVRES,16027811,2021-06-02T02:00:00+02:00,_,Satisfaisant,,,48.824407,2.211375
480,L ATELIER (PPSA),8 COURS DE L ILE SEGUIN,92100,BOULOGNE BILLANCOURT,16284959,2021-12-14T01:00:00+01:00,Restaurant,Satisfaisant,,Restaurant,48.827738,2.234788
483,CHICK END CAFE (CHICK END CAFE),CENTRE COMMERCIAL LES 4 TEMPS,92800,PUTEAUX,16246447,2021-11-24T01:00:00+01:00,Restaurant,A améliorer,,Restaurant,,
486,BOUCHERIE OUBERRANE,3 RUE DE BRETAGNE,92140,CLAMART,16223876,2021-11-03T01:00:00+01:00,Boucherie-Charcuterie,Satisfaisant,,Boucherie-Charcuterie,48.783033,2.243534
488,LE PAIN DORE,79 AV HENRI BARBUSSE,92700,COLOMBES,16320002,2022-01-26T01:00:00+01:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.918142,2.25276
489,INTERMARCHE (DARANA),23 RUE DES PEUPLIERS,92270,BOIS COLOMBES,16291527,2021-12-20T01:00:00+01:00,Alimentation générale,Très satisfaisant,,Alimentation générale,48.912697,2.259379
492,REASTAURANT GAP,34 RUE GABRIEL PERI,92300,LEVALLOIS PERRET,16213287,2021-10-21T02:00:00+02:00,Restaurant,A améliorer,,Restaurant,48.891177,2.288617
493,CAFE LEFFE (T J S A RESTAURATION),97 AVENUE DU GENERAL LECLERC,92340,BOURG LA REINE,16217184,2021-10-27T02:00:00+02:00,_,Très satisfaisant,,,48.780112,2.315725
504,les canailles (PAMAG RESTAURATION),49 BOULEVARD DE VANVES,92320,CHATILLON,16287092,2021-12-16T01:00:00+01:00,_,Très satisfaisant,,,48.806596,2.285805
511,LE 20 MARS,19 GRANDE RUE,92310,SEVRES,16325001,2022-02-01T01:00:00+01:00,Restaurant,Satisfaisant,,Restaurant,48.826732,2.22047
514,Bistrot exotique (LE FIRST CAFE),102 RUE MARTRE,92110,CLICHY,16309347,2022-01-13T01:00:00+01:00,Restaurant,Très satisfaisant,,Restaurant,48.904546,2.304989
515,DE NEUVILLE (ISSY CACAO),42 RUE ERNEST RENAN,92130,ISSY LES MOULINEAUX,15979700,2021-04-22T02:00:00+02:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.827366,2.279839
521,AU PETIT THAI,59 RUE VOLANT,92000,NANTERRE,16226489,2021-11-05T01:00:00+01:00,Restaurant,Satisfaisant,,Restaurant,48.892901,2.196112
522,DELICES DE SEVRES 92,170 GRANDE RUE,92310,SEVRES,16222742,2021-11-02T01:00:00+01:00,Boulangerie-Pâtisserie,A améliorer,,Boulangerie-Pâtisserie,48.821186,2.202176
527,LE ROYAL FOOD,66 BD HENRI SELLIER,92150,SURESNES,16005714,2021-05-18T02:00:00+02:00,Restaurant,A améliorer,,Restaurant,48.867164,2.221153
536,SUBWAY (OLICA),3 B AVENUE DE L EUROPE,92270,BOIS COLOMBES,16155075,2021-09-09T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.907234,2.265547
543,BRASSERIE L'ANGLE,202 AV JEAN JAURES,92140,CLAMART,15953612,2021-03-31T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.811607,2.270665
544,HISTOIRES ET FROMAGES,76 RUE MAURICE THOREZ,92000,NANTERRE,16226442,2021-11-05T01:00:00+01:00,Alimentation générale,A améliorer,,Alimentation générale,48.894726,2.196176
548,POLETTE,115 BOULEVARD VICTOR HUGO,92110,CLICHY,16184948,2021-10-01T02:00:00+02:00,_,Très satisfaisant,,,48.901753,2.317341
550,CHARONNE DISTRIBUTION,7 PLACE DU GENERAL LECLERC,92700,COLOMBES,16014088,2021-05-26T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.922585,2.252433
567,AMALODISTRIB,5 AV VICTOR CRESSON,92130,ISSY LES MOULINEAUX,16037346,2021-05-19T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.823537,2.271665
569,AUX ARTISANS DE NEUILLY,107 RUE JEAN JAURES,92800,PUTEAUX,16091727,2021-07-20T02:00:00+02:00,Boulangerie-Pâtisserie,Très satisfaisant,,Boulangerie-Pâtisserie,48.881924,2.239252
