web-scraper-order,web-scraper-start-url,userID,userID-href,name,uploads,subscribers,videoviews,country,channeltype,usercreated,grade,YouTube_Link-href,MonthlyEarnings,YearlyEarnings,,
1553042638-5041,https://socialblade.com/youtube/top/5000/mostsubscribed,LosPolinesios,https://socialblade.com/youtube/c/lospolinesios,LosPolinesios,437,18360676,3456300786,MX,People,"Dec 16th, 2012",A,https://youtube.com/channel/UCs8qka8tfhdc69wzXYdtZ3A,?22.1K - ?354.4K,?265.8K - ?4.3M,,
1553042634-5040,https://socialblade.com/youtube/top/5000/mostsubscribed,CanalCanalha,https://socialblade.com/youtube/c/canalcanalha,CanalCanalha,208,18303161,1288709450,BR,Comedy,"Apr 8th, 2011",B+,https://youtube.com/channel/UCPHXtOVmjvbP9OJihsd7gCg,?3.8K - ?61K,?45.7K - ?731.6K,,
1553042630-5039,https://socialblade.com/youtube/top/5000/mostsubscribed,Jake Paul,https://socialblade.com/youtube/c/jakepaulchannel,Jake Paul,756,18261239,5546768762,US,People,"Sep 19th, 2013",A,https://youtube.com/channel/UCcgVECVN4OKV6DH1jLkqmcA,?24.9K - ?399.1K,?299.3K - ?4.8M,,
1553042626-5038,https://socialblade.com/youtube/top/5000/mostsubscribed,Vevo,https://socialblade.com/youtube/c/-vevo,Vevo,1560,18188791,570738961,US,Music,"Apr 14th, 2006",B,https://youtube.com/channel/UC2pmfLm7iq6Ov1UwYrWYkZA,?1.4K - ?23K,?17.2K - ?276K,,
1553042614-5035,https://socialblade.com/youtube/top/5000/mostsubscribed,The Chainsmokers,https://socialblade.com/youtube/c/thechainsmokers,The Chainsmokers,151,17943272,727534430,US,Music,"Sep 22nd, 2012",B+,https://youtube.com/channel/UCq3Ci-h945sbEYXpVlw7rJg,?5.5K - ?88.6K,?66.5K - ?1.1M,,
1553042602-5032,https://socialblade.com/youtube/top/5000/mostsubscribed,Wiz Khalifa,https://socialblade.com/youtube/c/wizkhalifa,Wiz Khalifa,453,17758541,8613983011,US,Music,"May 9th, 2008",A,https://youtube.com/channel/UCVp3nfGRxmMadNDuVbJSk8A,?18.6K - ?298.1K,?223.6K - ?3.6M,,
1553042592-5029,https://socialblade.com/youtube/top/5000/mostsubscribed,TEDx Talks,https://socialblade.com/youtube/user/tedxtalks,TEDx Talks,129951,17651308,3170930713,US,Nonprofit,"Jun 23rd, 2009",A,https://youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,?17.8K - ?284.3K,?213.2K - ?3.4M,,
1553042586-5028,https://socialblade.com/youtube/top/5000/mostsubscribed,Ultra Music,https://socialblade.com/youtube/c/ultramusic,Ultra Music,3734,17550409,10203295363,US,Music,"Oct 24th, 2006",A,https://youtube.com/channel/UC4rasfm9J-X4jNl9SvXp8xA,?39K - ?624.7K,?468.5K - ?7.5M,,
1553042582-5027,https://socialblade.com/youtube/top/5000/mostsubscribed,Collins Key,https://socialblade.com/youtube/c/collinskey,Collins Key,230,17336317,3127029394,US,Entertainment,"Aug 9th, 2011",A,https://youtube.com/channel/UC7TTtOQKMXTWWMtWQMIgVSA,?25.8K - ?412.1K,?309.1K - ?4.9M,,
1553042570-5024,https://socialblade.com/youtube/top/5000/mostsubscribed,T-Series Bhakti Sagar,https://socialblade.com/youtube/user/tseriesbhakti,T-Series Bhakti Sagar,20238,17245661,6757736729,IN,Music,"Feb 13th, 2011",A,https://youtube.com/channel/UCaayLD9i5x4MmIoVZxXSv_g,?80.7K - ?1.3M,?969K - ?15.5M,,
1553042574-5025,https://socialblade.com/youtube/top/5000/mostsubscribed,Enrique Iglesias,https://socialblade.com/youtube/c/enriqueiglesias,Enrique Iglesias,353,17238027,350784484,US,Music,"Apr 12th, 2007",B,https://youtube.com/channel/UC-6czyMkxDi8E8akPl0c7_w,?785 - ?12.6K,?9.4K - ?150.7K,,
1553042566-5023,https://socialblade.com/youtube/top/5000/mostsubscribed,Tips Official,https://socialblade.com/youtube/c/tips+official,Tips Official,2534,17202428,7083476857,IN,Music,"May 22nd, 2007",A+,https://youtube.com/channel/UCJrDMFOdv1I2k8n9oK_V21w,?85.6K - ?1.4M,?1M - ?16.4M,,
1553042558-5021,https://socialblade.com/youtube/top/5000/mostsubscribed,Vlad and Nikita,https://socialblade.com/youtube/channel/UCvlE5gTbOvjiolFlEm-c_Ow,Vlad and Nikita,96,17152376,5794310671,US,,"Apr 23rd, 2018",A++,https://youtube.com/channel/UCvlE5gTbOvjiolFlEm-c_Ow,?286.8K - ?4.6M,?3.4M - ?55.1M,,
1553042562-5022,https://socialblade.com/youtube/top/5000/mostsubscribed,Kimberly Loaiza,https://socialblade.com/youtube/c/kimberlyloaiza,Kimberly Loaiza,81,17087598,975293961,MX,People,"Nov 16th, 2016",A-,https://youtube.com/channel/UCQZfFRohQ7UX-0CdXl-6pwQ,?9K - ?143.7K,?107.7K - ?1.7M,,
1553042554-5020,https://socialblade.com/youtube/top/5000/mostsubscribed,ImagineDragons,https://socialblade.com/youtube/user/imaginedragons,ImagineDragons,51,17065955,18139469,US,Music,"Aug 3rd, 2009",B-,https://youtube.com/channel/UCT9zcQNlyht7fRlcjmflRSA,?57 - ?918,?689 - ?11K,,
1553042546-5018,https://socialblade.com/youtube/top/5000/mostsubscribed,Bad Bunny,https://socialblade.com/youtube/c/badbunnypr,Bad Bunny,27,16826524,4252888497,PR,Music,"Jun 9th, 2014",A,https://youtube.com/channel/UCmBA_wu8xGg1OfOkfW13Q0Q,?70.5K - ?1.1M,?846.1K - ?13.5M,,
1553042542-5017,https://socialblade.com/youtube/top/5000/mostsubscribed,DrossRotzank,https://socialblade.com/youtube/c/drossrotzanck,DrossRotzank,1204,16776543,3512117238,AR,Entertainment,"Mar 9th, 2006",A-,https://youtube.com/channel/UCNYW2vfGrUE6R5mIJYzkRyQ,?17.3K - ?276.6K,?207.5K - ?3.3M,,
1553042538-5016,https://socialblade.com/youtube/top/5000/mostsubscribed,AuthenticGames,https://socialblade.com/youtube/user/authenticgames,AuthenticGames,3600,16711960,6661227552,BR,Games,"Oct 7th, 2011",A,https://youtube.com/channel/UCIPA6iWNaoetaa1T46RkzXw,?18.3K - ?292.9K,?219.7K - ?3.5M,,
1553042526-5013,https://socialblade.com/youtube/top/5000/mostsubscribed,Liza Koshy,https://socialblade.com/youtube/c/lizakoshy,Liza Koshy,148,16668809,1985455439,US,Comedy,"Sep 2nd, 2013",B+,https://youtube.com/channel/UCxSz6JVYmzVhtkraHWZC7HQ,?4.7K - ?75.7K,?56.7K - ?907.9K,,
1553042515-5011,https://socialblade.com/youtube/top/5000/mostsubscribed,Pinkfong! Kids' Songs & Stories,https://socialblade.com/youtube/c/pinkfong,Pinkfong! Kids' Songs & Stories,1187,16508092,7821768922,US,Education,"Dec 14th, 2011",A,https://youtube.com/channel/UCcdwLMPsaU2ezNSJU1nFoBQ,?74.5K - ?1.2M,?893.9K - ?14.3M,,
1553042507-5009,https://socialblade.com/youtube/top/5000/mostsubscribed,PopularMMOs,https://socialblade.com/youtube/user/popularmmos,PopularMMOs,4396,16367966,12691886414,US,Games,"Apr 17th, 2012",A,https://youtube.com/channel/UCpGdL9Sn3Q5YWUH2DVUW1Ug,?23.2K - ?371.9K,?278.9K - ?4.5M,,
1553042503-5008,https://socialblade.com/youtube/top/5000/mostsubscribed,Aaj Tak,https://socialblade.com/youtube/c/aaj-tak,Aaj Tak,85467,16323633,4076110688,IN,News,"Aug 27th, 2009",A,https://youtube.com/channel/UCt4t-jeY85JegMlZ-E5UWtA,?81.5K - ?1.3M,?977.9K - ?15.6M,,
1553042495-5006,https://socialblade.com/youtube/top/5000/mostsubscribed,BANGTANTV,https://socialblade.com/youtube/user/bangtantv,BANGTANTV,939,16238069,2195972072,KR,Music,"Dec 17th, 2012",A,https://youtube.com/channel/UCLkAepWjdylmXSltofFvsYQ,?16.8K - ?269.4K,?202.1K - ?3.2M,,
1553042499-5007,https://socialblade.com/youtube/top/5000/mostsubscribed,Ali-A,https://socialblade.com/youtube/c/alia,Ali-A,3108,16234127,4407686804,GB,Games,"Sep 13th, 2006",A,https://youtube.com/channel/UCYVinkwSX7szARULgYpvhLw,?21K - ?336.6K,?252.4K - ?4M,,
1553042491-5005,https://socialblade.com/youtube/top/5000/mostsubscribed,MrBeast,https://socialblade.com/youtube/c/mrbeast6000,MrBeast,713,16183853,2116517638,US,Games,"Feb 20th, 2012",A,https://youtube.com/channel/UCX6OQ3DkcsbYNE6H8uQQuVA,?38.9K - ?621.7K,?466.3K - ?7.5M,,
1553042487-5004,https://socialblade.com/youtube/top/5000/mostsubscribed,AdeleVEVO,"https://socialblade.com/youtube/c/adele,",AdeleVEVO,31,16064917,8007732868,GB,Music,"Oct 15th, 2009",A,https://youtube.com/channel/UComP_epzeKzvBX156r6pm1Q,?18.7K - ?299.9K,?224.9K - ?3.6M,,
1553042483-5003,https://socialblade.com/youtube/top/5000/mostsubscribed,Calvin Harris,https://socialblade.com/youtube/c/calvinharris,Calvin Harris,70,16019313,124395405,GB,Music,"Feb 11th, 2007",B,https://youtube.com/channel/UCIjYyZxkFucP_W-tmXg_9Ow,?1.3K - ?20.9K,?15.7K - ?250.8K,,
1553042479-5002,https://socialblade.com/youtube/top/5000/mostsubscribed,Galinha Pintadinha,https://socialblade.com/youtube/c/galinhapintadinha,Galinha Pintadinha,48,15946720,11136515492,BR,Film,"Aug 30th, 2006",A,https://youtube.com/channel/UCBAb_DK4GYZqZR9MFA7y2Xg,?57.8K - ?925.6K,?694.2K - ?11.1M,,
1553042471-5000,https://socialblade.com/youtube/top/5000/mostsubscribed,GENIAL,https://socialblade.com/youtube/channel/UCbrd1vu4_7qIE6IPV_dA-OA,GENIAL,1979,15863053,2131861282,,Howto,"Jun 1st, 2017",A,https://youtube.com/channel/UCbrd1vu4_7qIE6IPV_dA-OA,?26.8K - ?428.6K,?321.5K - ?5.1M,,
1553042463-4998,https://socialblade.com/youtube/top/5000/mostsubscribed,1theK (????),https://socialblade.com/youtube/c/1-thek,1theK (????),14970,15776179,12676846395,KR,Music,"Jan 31st, 2011",A,https://youtube.com/channel/UCweOkPb1wVVH0Q0Tlj4a5Pw,?77.9K - ?1.2M,?935.3K - ?15M,,
1553042459-4997,https://socialblade.com/youtube/top/5000/mostsubscribed,ChrisBrownTV,https://socialblade.com/youtube/user/chrisbrowntv,ChrisBrownTV,16,15759403,31748232,US,Music,"Dec 20th, 2006",B-,https://youtube.com/channel/UCcYrdFJF7hmPXRNaWdrko4w,?57 - ?920,?690 - ?11K,,
1553042451-4995,https://socialblade.com/youtube/top/5000/mostsubscribed,Maroon5VEVO,https://socialblade.com/youtube/user/maroon5vevo,Maroon5VEVO,114,15525250,12399957847,US,Music,"May 12th, 2009",A,https://youtube.com/channel/UCN1hnUccO4FD5WfM7ithXaw,?57.9K - ?926.2K,?694.7K - ?11.1M,,
1553042447-4994,https://socialblade.com/youtube/top/5000/mostsubscribed,SelenaGomezVEVO,https://socialblade.com/youtube/c/selenagomezvevi,SelenaGomezVEVO,127,15472807,7029167647,US,Music,"Nov 24th, 2009",A-,https://youtube.com/channel/UCjK8ORC71kwyj1DWFwril_A,?14.2K - ?227.6K,?170.7K - ?2.7M,,
1553042443-4993,https://socialblade.com/youtube/top/5000/mostsubscribed,TheWillyrex,https://socialblade.com/youtube/user/thewillyrex,TheWillyrex,5368,15437444,5386089079,ES,Games,"Jan 26th, 2011",B+,https://youtube.com/channel/UC4LHNX8d8RqnDX0OezgmCTg,?10.6K - ?168.9K,?126.7K - ?2M,,
1553042439-4992,https://socialblade.com/youtube/top/5000/mostsubscribed,T-Series Apna Punjab,https://socialblade.com/youtube/c/t-seriesapnapunjab,T-Series Apna Punjab,3881,15435070,7592067313,IN,Music,"Sep 26th, 2011",A+,https://youtube.com/channel/UCcvNYxWXR_5TjVK7cSCdW-g,?85.9K - ?1.4M,?1M - ?16.5M,,
1553042435-4991,https://socialblade.com/youtube/top/5000/mostsubscribed,Juan De Dios Pantoja,https://socialblade.com/youtube/c/juandediospantoja,Juan De Dios Pantoja,149,15285849,1076688278,MX,People,"Jun 9th, 2014",B+,https://youtube.com/channel/UCzoUWqjCbcfWFdOMvoep8FA,?8.8K - ?140.4K,?105.3K - ?1.7M,,
1553042431-4990,https://socialblade.com/youtube/top/5000/mostsubscribed,James Charles,https://socialblade.com/youtube/c/jamescharles,James Charles,210,15239480,1307700144,US,Entertainment,"Dec 1st, 2015",A,https://youtube.com/channel/UCucot-Zp428OwkyRm2I7v2Q,?22.3K - ?356.8K,?267.6K - ?4.3M,,
1553042427-4989,https://socialblade.com/youtube/top/5000/mostsubscribed,Roman Atwood Vlogs,https://socialblade.com/youtube/c/romanatwoodvolgs,Roman Atwood Vlogs,1603,15211605,4986685809,US,People,"Aug 12th, 2013",B,https://youtube.com/channel/UC-SV8-bUJfXjrRMnp7F8Wzw,?3.6K - ?57.9K,?43.5K - ?695.2K,,
1553042423-4988,https://socialblade.com/youtube/top/5000/mostsubscribed,The Weeknd,https://socialblade.com/youtube/user/xoxxxoooxo,The Weeknd,65,15194705,754852276,CA,Music,"Feb 25th, 2011",B+,https://youtube.com/channel/UC0WP5P-ufpRfjbNrmOWwLBQ,?3.4K - ?55K,?41.2K - ?660K,,
1553042419-4987,https://socialblade.com/youtube/top/5000/mostsubscribed,Good Mythical Morning,https://socialblade.com/youtube/c/rhettandlink2,Good Mythical Morning,2188,15166128,5245376926,US,Entertainment,"Sep 17th, 2008",A,https://youtube.com/channel/UC4PooiX37Pld1T8J5SYT-SQ,?21.1K - ?337.4K,?253K - ?4M,,
1553042415-4986,https://socialblade.com/youtube/top/5000/mostsubscribed,CaELiKe,https://socialblade.com/youtube/c/hicaeli,CaELiKe,477,15148005,1346719928,MX,Entertainment,"Sep 22nd, 2010",B,https://youtube.com/channel/UCGRtuAmEObNSmlOLDWzZfVg,?2.4K - ?38.8K,?29.1K - ?466K,,
1553042411-4985,https://socialblade.com/youtube/top/5000/mostsubscribed,GMM GRAMMY OFFICIAL,https://socialblade.com/youtube/c/gmmgrammyofficialblogspot2014,GMM GRAMMY OFFICIAL,6336,15146618,14938355873,TH,Music,"Nov 8th, 2010",A,https://youtube.com/channel/UCG9gfnA5UDoLvz-tC9B-HKw,?50K - ?800.4K,?600.3K - ?9.6M,,
1553042407-4984,https://socialblade.com/youtube/top/5000/mostsubscribed,Demi Lovato,https://socialblade.com/youtube/c/demi,Demi Lovato,189,15135315,393354542,US,Entertainment,"Jan 30th, 2008",B-,https://youtube.com/channel/UCZkURf9tDolFOeuw_4RD7XQ,?208 - ?3.3K,?2.5K - ?39.9K,,
1553042403-4983,https://socialblade.com/youtube/top/5000/mostsubscribed,Lucas and Marcus,https://socialblade.com/youtube/c/lucasandmarcus,Lucas and Marcus,424,14977125,3455199927,,Entertainment,"Jan 19th, 2011",A,https://youtube.com/channel/UCwD4x63A9KC7Si2RuSfg-SA,?29.2K - ?467.5K,?350.6K - ?5.6M,,
1553042399-4982,https://socialblade.com/youtube/top/5000/mostsubscribed,Lil pump,https://socialblade.com/youtube/c/lilpump,Lil pump,41,14952192,2822002420,,Music,"Oct 15th, 2015",A,https://youtube.com/channel/UC6pjHMC4QXMi4llCCjtDXWg,?33.2K - ?531.9K,?398.9K - ?6.4M,,
1553042395-4981,https://socialblade.com/youtube/top/5000/mostsubscribed,MalumaVEVO,https://socialblade.com/youtube/user/malumavevo,MalumaVEVO,93,14933802,10945347314,US,Music,"Jun 15th, 2011",A,https://youtube.com/channel/UCFkoPRmuxqr37jvGmmpzhzQ,?35.2K - ?563.8K,?422.8K - ?6.8M,,
1553042392-4980,https://socialblade.com/youtube/top/5000/mostsubscribed,Shemaroo,https://socialblade.com/youtube/c/shemaroo,Shemaroo,6679,14880123,6593000190,IN,Entertainment,"Sep 1st, 2007",A,https://youtube.com/channel/UCF1JIbMUs6uqoZEY1Haw0GQ,?31.7K - ?506.7K,?380K - ?6.1M,,
1553042379-4977,https://socialblade.com/youtube/top/5000/mostsubscribed,one31,https://socialblade.com/youtube/c/gmmonetvofficial,one31,58417,14617276,10269637865,TH,News,"Jan 10th, 2013",A+,https://youtube.com/channel/UC8f7MkX4MFOOJ2SerXLInCA,?103.6K - ?1.7M,?1.2M - ?19.9M,,
1553042371-4975,https://socialblade.com/youtube/top/5000/mostsubscribed,AuronPlay,https://socialblade.com/youtube/c/auronplay,AuronPlay,379,14592471,1857462281,ES,Comedy,"Feb 28th, 2006",A,https://youtube.com/channel/UCyQqzYXQBUWgBTn4pw_fFSQ,?19.9K - ?319.1K,?239.4K - ?3.8M,,
1553042375-4976,https://socialblade.com/youtube/top/5000/mostsubscribed,1MILLION Dance Studio,https://socialblade.com/youtube/c/1milliondancestudioasia,1MILLION Dance Studio,1457,14578228,3359277255,KR,Entertainment,"Feb 6th, 2015",A,https://youtube.com/channel/UCw8ZhLPdQ0u_Y-TLKd61hGA,?28K - ?447.2K,?335.4K - ?5.4M,,
1553042367-4974,https://socialblade.com/youtube/top/5000/mostsubscribed,FailArmy,https://socialblade.com/youtube/c/failarmynation,FailArmy,733,14530319,5121440535,US,Comedy,"Jul 5th, 2011",B+,https://youtube.com/channel/UCPDis9pjXuqyI7RYLJ-TTSA,?9.7K - ?155.8K,?116.9K - ?1.9M,,
1553042359-4972,https://socialblade.com/youtube/top/5000/mostsubscribed,IISuperwomanII,https://socialblade.com/youtube/c/lillysingh,IISuperwomanII,773,14516149,2999789626,CA,Comedy,"Oct 29th, 2010",B+,https://youtube.com/channel/UCfm4y4rHF5HGrSr-qbvOwOg,?5.5K - ?88.4K,?66.3K - ?1.1M,,
1553042355-4971,https://socialblade.com/youtube/top/5000/mostsubscribed,ERB,https://socialblade.com/youtube/c/erb,ERB,69,14399322,3093566197,US,Entertainment,"Feb 8th, 2006",,,?4.2K - ?67.3K,?50.5K - ?808.1K,,
1553042351-4970,https://socialblade.com/youtube/top/5000/mostsubscribed,Charlie Puth,https://socialblade.com/youtube/c/charlieputh,Charlie Puth,78,14350082,5557472891,US,Music,"Sep 9th, 2009",A,https://youtube.com/channel/UCwppdrjsBPAZg5_cUwQjfMQ,?18.7K - ?299.5K,?224.6K - ?3.6M,,
1553042347-4969,https://socialblade.com/youtube/top/5000/mostsubscribed,Willyrex,https://socialblade.com/youtube/user/willyrex,Willyrex,4721,14280039,3442159724,ES,Games,"Aug 9th, 2009",A-,https://youtube.com/channel/UC8rNKrqBxJqL9izOOMxBJtw,?17.9K - ?285.8K,?214.4K - ?3.4M,,
1553042343-4968,https://socialblade.com/youtube/top/5000/mostsubscribed,Vsauce,https://socialblade.com/youtube/c/vsauce1,Vsauce,378,14276229,1574511081,GB,Entertainment,"Jul 30th, 2007",B,https://youtube.com/channel/UC6nSFpj9HTCZ5t-N3Rm3-HA,?3K - ?48K,?36K - ?576.5K,,
1553042335-4966,https://socialblade.com/youtube/top/5000/mostsubscribed,EeOneGuy,https://socialblade.com/youtube/c/eeoneguy,EeOneGuy,316,14155297,3290062119,US,Entertainment,"Mar 19th, 2013",B+,https://youtube.com/channel/UCrFiA0hztL9e8zTi_qBuW4w,?4.1K - ?65.3K,?49K - ?783.6K,,
1553042331-4965,https://socialblade.com/youtube/top/5000/mostsubscribed,Pop Music - Topic,https://socialblade.com/youtube/channel/UCE80FOXpJydkkMo-BYoJdEg,Pop Music - Topic,0,14147968,0,,Games,"Dec 20th, 2013",D-,https://youtube.com/channel/UCE80FOXpJydkkMo-BYoJdEg,?0 - ?0,?0 - ?0,,
1553042323-4963,https://socialblade.com/youtube/top/5000/mostsubscribed,DJ Snake,https://socialblade.com/youtube/c/djsnake,DJ Snake,85,14135635,42694591,US,Music,"Sep 24th, 2008",B,https://youtube.com/channel/UC_x8HoD18XJkILQBreVENUQ,?495 - ?7.9K,?5.9K - ?95K,,
1553042327-4964,https://socialblade.com/youtube/top/5000/mostsubscribed,Brave Wilderness,https://socialblade.com/youtube/c/bravewilderness,Brave Wilderness,513,14124524,2565662561,US,Animals,"Sep 8th, 2014",B+,https://youtube.com/channel/UC6E2mP01ZLH_kbAyeazCNdg,?6.2K - ?99.8K,?74.8K - ?1.2M,,
1553042319-4962,https://socialblade.com/youtube/top/5000/mostsubscribed,Coldplay,https://socialblade.com/youtube/c/coldplay~,Coldplay,208,14069185,8742936888,GB,Music,"Jan 3rd, 2010",A,https://youtube.com/channel/UCDPM_n1atn2ijUwHd0NNRQw,?26.4K - ?423K,?317.2K - ?5.1M,,
1553042315-4961,https://socialblade.com/youtube/top/5000/mostsubscribed,Rclbeauty101,https://socialblade.com/youtube/user/rclbeauty101,Rclbeauty101,409,14043917,3278246970,US,Comedy,"Dec 14th, 2010",B+,https://youtube.com/channel/UCB0d0JLn1WcGYcwwZ87d2LA,?6.8K - ?108.8K,?81.6K - ?1.3M,,
1553042295-4958,https://socialblade.com/youtube/top/5000/mostsubscribed,Cia. Daniel Saboya,https://socialblade.com/youtube/user/danielsaboya,Cia. Daniel Saboya,798,13932226,3952744270,BR,Music,"Sep 22nd, 2007",A-,https://youtube.com/channel/UCEUf_uUDUfJJ3XfgwOxm-0A,?14.7K - ?235.1K,?176.3K - ?2.8M,,
1553042291-4957,https://socialblade.com/youtube/top/5000/mostsubscribed,Jimmy Kimmel Live,https://socialblade.com/youtube/c/jimmykimmellive,Jimmy Kimmel Live,3808,13928957,7342879069,US,Entertainment,"Sep 20th, 2006",A+,https://youtube.com/channel/UCa6vGFO9ty8v5KZJXQxdhaw,?59.4K - ?951.2K,?713.4K - ?11.4M,,
1553042287-4956,https://socialblade.com/youtube/top/5000/mostsubscribed,jbalvinVEVO,https://socialblade.com/youtube/user/jbalvinvevo,jbalvinVEVO,144,13910095,11390320927,CO,Music,"Sep 30th, 2010",A,https://youtube.com/channel/UCrHL_BF5lHyK43BxLU8-vBQ,?31.1K - ?498K,?373.5K - ?6M,,
1553042279-4954,https://socialblade.com/youtube/top/5000/mostsubscribed,Lele Pons,"https://socialblade.com/youtube/c/lele,pons",Lele Pons,111,13905151,2589446187,US,Comedy,"Sep 19th, 2015",A,https://youtube.com/channel/UCi9cDo6239RAzPpBZO9y5SA,?23.4K - ?374.5K,?280.9K - ?4.5M,,
1553042284-4955,https://socialblade.com/youtube/top/5000/mostsubscribed,Unbox Therapy,https://socialblade.com/youtube/c/un-boxtherapy,Unbox Therapy,1571,13904321,2749581672,CA,Tech,"Dec 21st, 2010",A-,https://youtube.com/channel/UCsTcErHg8oDvUnTzoqsYeNw,?17.9K - ?287.1K,?215.3K - ?3.4M,,
1553042275-4953,https://socialblade.com/youtube/top/5000/mostsubscribed,jeffreestar,https://socialblade.com/youtube/user/jeffreestar,jeffreestar,331,13792620,1495145932,US,Howto,"Feb 14th, 2006",A,https://youtube.com/channel/UCkvK_5omS-42Ovgah8KRKtg,?20K - ?320.4K,?240.3K - ?3.8M,,
1553042268-4952,https://socialblade.com/youtube/top/5000/mostsubscribed,Linkin Park,https://socialblade.com/youtube/c/linkin-park,Linkin Park,491,13733988,6895889144,US,Music,"Nov 28th, 2006",A,https://youtube.com/channel/UCZU9T1ceaOgwfLRq7OKFU4Q,?25.3K - ?404.4K,?303.3K - ?4.9M,,
1553042255-4950,https://socialblade.com/youtube/top/5000/mostsubscribed,Gaane Sune Ansune,https://socialblade.com/youtube/c/gaanesuneansune,Gaane Sune Ansune,2027,13695665,6189181644,IN,Music,"Aug 24th, 2015",A,https://youtube.com/channel/UCtW7qWjpCZ8zps-Cf2NF26w,?76.2K - ?1.2M,?914.6K - ?14.6M,,
1553042259-4951,https://socialblade.com/youtube/top/5000/mostsubscribed,EnriqueIglesiasVEVO,https://socialblade.com/youtube/user/enriqueiglesiasvevo,EnriqueIglesiasVEVO,132,13678085,11944885789,US,Music,"May 12th, 2009",A,https://youtube.com/channel/UCVttQE6tS_agDSAU61Q65aA,?23.7K - ?379.2K,?284.4K - ?4.6M,,
1553042251-4949,https://socialblade.com/youtube/top/5000/mostsubscribed,Beyonc?VEVO,https://socialblade.com/youtube/user/beyoncevevo,Beyonc?VEVO,131,13600886,9435564611,US,Music,"Sep 2nd, 2009",A,https://youtube.com/channel/UC9zX2xZIJ4cnwRsgBpHGvMg,?21.6K - ?346K,?259.5K - ?4.2M,,
1553042247-4948,https://socialblade.com/youtube/top/5000/mostsubscribed,JukiLop,https://socialblade.com/youtube/c/jukilop,JukiLop,71,13566308,838978140,MX,,"Sep 15th, 2017",B+,https://youtube.com/channel/UCHDeuavvkVwDyJgRFVfbpXA,?4.5K - ?71.8K,?53.8K - ?861.2K,,
1553042243-4947,https://socialblade.com/youtube/top/5000/mostsubscribed,Totoykids,https://socialblade.com/youtube/c/tototoykids,Totoykids,752,13419188,6421641381,BR,Film,"Dec 2nd, 2014",A,https://youtube.com/channel/UCy7whoHQXzhYxp9AQmrPFVw,?38.8K - ?620.6K,?465.5K - ?7.4M,,
1553042239-4946,https://socialblade.com/youtube/top/5000/mostsubscribed,Wengie,"https://socialblade.com/youtube/c/wengie,",Wengie,230,13408655,1371356460,US,Howto,"Sep 9th, 2010",B+,https://youtube.com/channel/UCD9PZYV5heAevh9vrsYmt1g,?5.9K - ?93.8K,?70.4K - ?1.1M,,
1553042235-4945,https://socialblade.com/youtube/top/5000/mostsubscribed,NickiMinajAtVEVO,https://socialblade.com/youtube/user/nickiminajatvevo,NickiMinajAtVEVO,63,13373424,6319522951,US,Music,"Apr 1st, 2010",A-,https://youtube.com/channel/UCaum3Yzdl3TbBt8YUeUGZLQ,?15.3K - ?244.9K,?183.6K - ?2.9M,,
