ndeg_auto;dep;nom;region_administrative;adresse;code_insee;commune;situation_geographique;ecrans;fauteuils;semaines_d_activite;seances;entrees;entrees_2015;evolution_entrees;tranche_d_entrees;proprietaire;programmateur;ae;categorie_art_et_essai;label_art_et_essai;genre;multiplexe;nombre_de_films_programmes;nombre_de_films_inedits;nombre_de_films_en_semaine_1;pdm_en_entrees_des_films_francais;pdm_en_entrees_des_films_americains;pdm_en_entrees_des_films_europeens;pdm_en_entrees_des_autres_films;films_art_et_essai;part_des_seances_de_films_art_et_essai;pdm_en_entrees_des_films_art_et_essai;geo
274702.0;95;L'EDEN;ILE-DE-FRANCE;5 RUE DE PONTOISE;95428;Montmorency;petite couronne;2;222;53;2455;45253;46880;3.5;De 40 à 50 000 entrées;NC;NC;oui;catégorie C;JPPR;fixe;non;293;218;55;52.4565417364;33.1863103521;11.5220416539;2.83510625752;172;49.6601529312;44.9041205746;48.988818,2.318091
276086.0;93;MELIES;ILE-DE-FRANCE;PLACE JEAN JAURES;93048;Montreuil;grande couronne;6;1139;53;8896;306934;290736;5.6;De 300 à 450 000 entrées;NC;NC;oui;catégorie C;RDJPPR;fixe;non;535;318;224;52.723866511;30.496508949;11.674469639;5.10515490105;406;77.0393474088;70.6899897332;48.862437,2.442502
276554.0;92;CINE MONTROUGE;ILE-DE-FRANCE;88 RUE RACINE;92049;Montrouge;grande couronne;1;162;48;704;18821;19233;2.1;De 10 à 20 000 entrées;INSTITUT DE FORMATION D'ANIMATION ET DE CONSEIL;NC;oui;catégorie C;;fixe;non;163;129;0;61.5442978872;23.0010505428;11.3808801214;4.07377144858;93;54.2944785276;52.2761760243;48.813222,2.311441
283043.0;78;FREDERIC DARD CLUB A;ILE-DE-FRANCE;77 RUE PAUL DOUMER;78440;Les Mureaux;petite couronne;2;360;51;2059;38128;38600;1.2;De 30 à 40 000 entrées;ASSOCIATION DE DIFFUSION CULTURELLE DES MUREAUX;NC;oui;catégorie C;JP;fixe;non;251;181;7;34.2825974622;44.6718723087;10.6792214503;10.3663087788;112;29.048582996;34.205086984;48.993874,1.910246
284362.0;77;LA BERGERIE;ILE-DE-FRANCE;COUR EMILE ZOLA;77327;Nangis;petite couronne;1;132;45;673;10009;10460;4.3;De 10 à 20 000 entrées;NC;NC;oui;catégorie E;JPPR;fixe;non;159;105;1;38.471641791;43.152238806;10.2089552239;8.1671641791;82;50.3412969283;52.4656716418;48.555127,3.0133
284490.0;92;LES LUMIERES;ILE-DE-FRANCE;49 RUE MAURICE THOREZ;92050;Nanterre;grande couronne;4;660;53;6970;131694;137397;4.2;De 100 à 150 000 entrées;SOCIETE D'ECO MIXTE D'AMENAGEMENT GESTION DE LA VILLE DE NANTERR;MICROMEGAS;oui;catégorie C;RDJPPR;fixe;non;301;179;110;39.9496381772;46.9970337049;8.47512875676;4.57819936111;178;36.8158473955;31.9724232349;48.892601,2.195729
286831.0;77;MELIES;ILE-DE-FRANCE;9 RUE BEZOUT;77333;Nemours;petite couronne;3;641;53;2611;40926;35408;15.6;De 40 à 50 000 entrées;LES MELIES;NC;non;non classé;;fixe;non;149;101;53;31.4544577824;59.277212395;7.21772453874;2.05060528386;64;10.4529616725;13.7730629647;48.265654,2.695374
288024.0;93;LA FAUVETTE;ILE-DE-FRANCE;21 AV DANIEL PERDRIGE;93049;Neuilly-Plaisance;grande couronne;1;146;49;1081;22377;24340;8.1;De 20 à 30 000 entrées;VILLE DE NEUILLY  PLAISANCE;NC;oui;catégorie C;JPPR;fixe;non;202;148;0;64.3604938272;27.0024691358;4.67160493827;3.96543209877;115;54.9695740365;45.2;48.87311,2.510505
288151.0;92;LE VILLAGE I;ILE-DE-FRANCE;4 RUE DE CHEZY;92051;Neuilly-sur-Seine;grande couronne;2;500;53;2466;71025;58556;21.3;De 50 à 80 000 entrées;PARAFRANCE COMMUNICATION;UGC;non;non classé;;fixe;non;115;78;43;61.7376147829;30.5095794128;3.65321392132;4.09959188301;48;32.0716320716;29.6479990931;48.885364,2.268222
291891.0;94;ROYAL PALACE;ILE-DE-FRANCE;165 GRANDE RUE CHARLES DE GAULLE;94052;Nogent-sur-Marne;grande couronne;6;815;53;9721;210277;210459;0.1;De 200 à 300 000 entrées;SOCIETE NOGENTAISE DE CINEMA ET DE DEVELOPPEMENT DES LOISIRS NOC;AGORA CINEMAS;oui;catégorie C;;fixe;non;277;201;120;42.0606413146;45.1256695509;9.54943163916;3.26425749533;146;29.6826384568;23.5764318088;48.838331,2.489437
292341.0;77;LA FERME DU BUISSON SALLE;ILE-DE-FRANCE;ALLEE DE LA FERME;77337;Noisiel;petite couronne;1;221;50;1165;42982;49493;13.2;De 40 à 50 000 entrées;LA FERME DU BUISSON;NC;oui;catégorie C;RDJPPR;fixe;non;189;135;8;51.0830636995;25.2723096303;14.9331884309;8.71143823943;148;82.6492537313;72.5195741843;48.84468,2.624254
292374.0;93;UGC CINE CITE;ILE-DE-FRANCE;CENTRE COMMERCIAL LES ARCADES;93051;Noisy-le-Grand;grande couronne;10;1797;53;21176;537333;592921;9.4;De 450 à 700 000 entrées;UGC SAS;UGC;non;non classé;;fixe;oui;246;181;179;31.7473425971;56.7614172318;9.72324234843;1.76799782263;90;16.8383742911;8.91921718932;48.840097,2.547002
292377.0;93;LE BIJOU;ILE-DE-FRANCE;PLACE DE LA LIBERATION;93051;Noisy-le-Grand;grande couronne;3;416;53;5285;114358;112922;1.3;De 100 à 150 000 entrées;NC;NC;oui;catégorie C;RDJPPR;fixe;non;265;168;66;49.3576241577;34.0354379835;10.235088595;6.37184926379;193;70.5700761474;62.3798352882;48.849023,2.552482
298964.0;94;SALLE ARAGON;ILE-DE-FRANCE;1 PLACE DU FER A CHEVAL;94054;Orly;grande couronne;1;388;44;428;16519;14196;16.4;De 10 à 20 000 entrées;VILLE D'ORLY;NC;non;non classé;;fixe;non;147;106;0;44.8849630238;33.4565872364;14.2906053136;7.36784442618;67;42.8223844282;38.8112845796;48.742445,2.395558
299122.0;94;CENTRE CULTUREL  ORMESSON;ILE-DE-FRANCE;22 AV WLADIMIR D ORMESSON;94055;Ormesson-sur-Marne;grande couronne;1;358;25;82;4699;5048;6.9;De 2 à 5 000 entrées;VILLE D'ORMESSON SUR MARNE;NC;non;non classé;;fixe;non;38;10;0;49.7613365155;28.7589498807;11.9331742243;9.54653937947;28;73.1343283582;91.3186157518;48.786098,2.544935
299572.0;91;SALLE JACQUES TATI  BOUVECHE;ILE-DE-FRANCE;14 AVENUE SAINT LAURENT;91471;Orsay;petite couronne;2;279;53;2424;55113;58059;5.1;De 50 à 80 000 entrées;ASSOCIATION MJC MAISON DES JEUNES ET DE LA CULTURE D' ORSAY;MICROMEGAS;oui;catégorie C;RDJPPR;fixe;non;314;185;32;53.1355884079;28.7720759431;12.4666376422;5.62569800678;227;76.8733850129;70.8379867118;48.698781,2.189727
301781.0;77;LE PIERRE BRASSEUR;ILE-DE-FRANCE;103 AV DU GENERAL DE GAULLE;77350;Ozoir-la-Ferrière;petite couronne;1;171;52;498;11622;11472;1.3;De 10 à 20 000 entrées;ASSOCIATION CINEMA VIDEO PIERRE BRASSEUR;NC;non;non classé;;fixe;non;112;95;0;63.9261593877;27.1589374156;6.91580369203;1.99909950473;21;15.8215010142;22.5844214318;48.762604,2.664715
302485.0;91;CINEPAL;ILE-DE-FRANCE;AVENUE DU 8 MAI 1945;91477;Palaiseau;petite couronne;4;545;53;5509;213689;221350;3.5;De 200 à 300 000 entrées;NC;NOE;oui;catégorie C;JPPR;fixe;non;265;176;66;31.0385869695;55.7556714037;10.0483229784;3.15741864838;158;35.0091743119;23.1740817444;48.71031,2.243459
303281.0;93;CINE 104;ILE-DE-FRANCE;104 AV JEAN LOLIVE;93055;Pantin;grande couronne;3;457;48;2933;74605;75859;1.7;De 50 à 80 000 entrées;VILLE DE PANTIN;NC;oui;catégorie C;RDJPPR;fixe;non;243;159;37;55.572872601;26.8943610752;12.2515622449;5.28120407891;192;80.096906448;75.2935239198;48.89218,2.408907
303445.0;91;SALLE DES FETES;ILE-DE-FRANCE;1, RUE ALSACE-LORRAINE;91479;Paray-Vieille-Poste;petite couronne;1;314;47;120;6956;5932;17.3;De 5 à 10 000 entrées;VILLE DE PARAY VIEILLE POSTE;NC;non;non classé;;fixe;non;84;68;0;47.4037763253;34.9310094408;4.883805374;12.7814088598;19;28.0;29.2665214234;48.712693,2.363281
305402.0;93;ESPACE DES ARTS;ILE-DE-FRANCE;PLACE CHARLES DE GAULLE;93057;Les Pavillons-sous-Bois;grande couronne;1;329;50;1112;44708;43037;3.9;De 40 à 50 000 entrées;CENTRE D'EXPRESSION CULTURELLE ARTISTIQUE ET SPORTIVE;GPCI;oui;catégorie C;;fixe;non;210;180;1;49.2127139364;39.7114914425;7.10513447433;3.9706601467;93;37.5355450237;27.1026894866;48.903037,2.507379
307692.0;94;CENTRE DES BORDS DE MARNE;ILE-DE-FRANCE;2 RUE DE LA PRAIRIE;94058;Le Perreux-sur-Marne;grande couronne;1;198;47;1062;46345;50058;7.4;De 40 à 50 000 entrées;CENTRE DES BORDS DE MARNE;GPCI;oui;catégorie C;;fixe;non;159;120;34;63.6188083106;23.5103883111;7.94769781997;4.92310555827;93;52.994011976;47.046369326;48.84694,2.509968
314413.0;92;CINEMA DE LA MAISON DES ARTS;ILE-DE-FRANCE;1 PLACE JANE RHODES;92060;Le Plessis-Robinson;grande couronne;2;400;53;2206;65071;32529;100.0;De 50 à 80 000 entrées;NC;NC;oui;catégorie C;;fixe;non;234;188;18;50.2960271807;36.513943553;10.3979547213;2.79207454503;105;31.1601150527;26.0100245568;48.777607,2.254424
314451.0;94;ESPACE PAUL VALERY;ILE-DE-FRANCE;72 ET 74 AVENUE ARDOUIN;94059;Le Plessis-Trévise;grande couronne;1;340;46;285;9082;9430;3.7;De 5 à 10 000 entrées;RENCONTRES ANIMATIONS PLESSEENNES;NC;non;non classé;;fixe;non;57;48;0;70.0836820084;20.5681567937;1.57454305219;7.77361814578;15;25.9649122807;24.4879982383;48.80535,2.578145
317291.0;78;C 2 L;ILE-DE-FRANCE;18 RUE CHARLES DE GAULLE;78498;Poissy;petite couronne;5;983;53;9006;204497;211278;3.2;De 200 à 300 000 entrées;SOCIETE DES CINEMAS DE POISSY;C2L;non;non classé;;fixe;non;161;134;123;29.2767131058;58.5666293393;10.6109136075;1.54574394734;30;8.33888518765;8.68374597182;48.92287,2.029616
318801.0;77;APOLLO;ILE-DE-FRANCE;62 AVENUE DE LA REPUBLIQUE;77373;Pontault-Combault;petite couronne;2;295;50;2311;52395;53928;2.8;De 50 à 80 000 entrées;ASSOCIATION APOLLO;NC;oui;catégorie C;JP;fixe;non;262;191;18;33.9922343805;51.7185845394;6.9339039887;7.35527709142;144;36.2366092222;31.3867807977;48.803412,2.611316
320532.0;95;ROYAL UTOPIA;ILE-DE-FRANCE;14 RUE ALEXANDRE PRACHAY;95500;Pontoise;petite couronne;1;272;47;670;29264;30571;4.3;De 20 à 30 000 entrées;ASSOCIATION CINEMAS DES DEUX RIVES;NC;oui;catégorie C;;fixe;non;197;170;108;60.73488097;27.32515156;8.55019961556;3.3897678545;143;69.9074074074;67.732515156;49.049188,2.099047
326550.0;77;LE REXY;ILE-DE-FRANCE;QUARTIER DELORT;77379;Provins;petite couronne;4;570;53;6718;111862;105652;5.9;De 100 à 150 000 entrées;NC;C2L;oui;catégorie E;PR;fixe;non;240;178;77;29.754088039;60.0136717696;8.97659608915;1.25564410225;95;11.7190994483;8.63839968339;48.559158,3.304398
327945.0;92;UGC CINE CITE LA DEFENSE;ILE-DE-FRANCE;LE DOME;92062;Puteaux;grande couronne;16;3642;53;35298;1577790;1561743;1.0;De 1,5 à 2 millions d'entrées;UGC CINE CITE;UGC;non;non classé;;fixe;oui;406;282;270;26.5135876948;57.7650317761;13.0828058469;2.63857468218;177;23.7641723356;13.3443908706;48.876233,2.242749
327961.0;92;LE CENTRAL;ILE-DE-FRANCE;134 RUE DE LA REPUBLIQUE;92062;Puteaux;grande couronne;2;480;50;2569;52934;51530;2.7;De 50 à 80 000 entrées;NC;UGC;non;non classé;;fixe;non;145;102;28;37.4211324974;53.4242472646;7.23983707372;1.91478316428;60;17.5793650794;16.90759524;48.885137,2.239127
331271.0;78;VOX ODEON;ILE-DE-FRANCE;71 RUE DU GENERAL DE GAULLE;78517;Rambouillet;petite couronne;2;320;53;2035;47310;48495;2.4;De 40 à 50 000 entrées;LES VRAIS INSTANTS DE L' IMAGE;C2L;oui;catégorie D;;fixe;non;163;130;51;54.1542834992;35.2478787096;7.10901494594;3.48882284533;86;32.1640316206;28.0247232631;48.644508,1.823157
338332.0;91;CINOCHE;ILE-DE-FRANCE;ALLEE JEAN WIENER;91521;Ris-Orangis;petite couronne;3;709;53;3292;67046;68823;2.6;De 50 à 80 000 entrées;ASSOCIATION GESTION SALLE ROBERT DESNOS;MICROMEGAS;oui;catégorie C;RDJPPR;fixe;non;315;193;54;52.7147844814;27.2098410937;11.9147061703;8.16066825464;222;68.9765800449;65.6866903775;48.65291,2.418053
338335.0;91;CINOCHE 4;ILE-DE-FRANCE;AVENUE DE LA LIBERATION;91521;Ris-Orangis;petite couronne;1;291;53;1042;21075;21675;2.8;De 20 à 30 000 entrées;ASSOCIATION GESTION SALLE ROBERT DESNOS;MICROMEGAS;non;non classé;;fixe;non;111;69;20;54.9167701863;26.5291925466;9.6397515528;8.91428571429;52;36.7604267701;43.5726708075;48.651395,2.414242
341321.0;77;LA GRANGE;ILE-DE-FRANCE;FERME DE L'AYAU;77390;Roissy-en-Brie;petite couronne;1;192;53;648;16425;15829;3.8;De 10 à 20 000 entrées;VILLE DE ROISSY EN BRIE;GPCI;non;non classé;;fixe;non;130;108;4;32.6166203275;54.1674389867;11.640407785;1.57553290083;26;13.5514018692;16.7130058696;48.793178,2.648662
341652.0;93;LE TRIANON;ILE-DE-FRANCE;PL CARNOT ET 1 RUE ETIENNE DOLET;93063;Romainville;grande couronne;1;436;49;1293;62673;70942;11.7;De 50 à 80 000 entrées;ASSOCIATION COMITE GESTION CINEMA TRIANON;NC;oui;catégorie C;JPPR;fixe;non;250;167;10;54.879181238;31.4267085531;7.39730899176;6.29680121708;158;58.8184187663;47.9165431806;48.883869,2.44086
343750.0;93;UGC CINE CITE ROSNY;ILE-DE-FRANCE;16 RUE CONRAD ADENAUER;93064;Rosny-sous-Bois;grande couronne;15;3324;53;31547;1293964;1367509;5.4;De 1 à 1,5 million d'entrées;UGC CINE CITE ILE DE FRANCE;UGC;non;non classé;;fixe;oui;278;206;206;25.1166952283;62.3836914359;10.2542548519;2.24535848403;83;10.209000666;4.20760150706;48.880702,2.480345
343762.0;93;ESPACE GEORGES SIMENON (EX-TRIANON);ILE-DE-FRANCE;PLACE CARNOT;93064;Rosny-sous-Bois;grande couronne;1;229;35;192;9118;9837;7.3;De 5 à 10 000 entrées;VILLE DE ROSNY SOUS BOIS;NC;non;non classé;;fixe;non;99;58;0;49.6755353666;23.5074626866;7.41401687216;19.4029850746;76;81.5068493151;82.5924724205;48.873327,2.482728
347162.0;92;ARIEL;ILE-DE-FRANCE;99 AVENUE PAUL DOUMER;92063;Rueil-Malmaison;grande couronne;3;689;53;4413;133690;134932;0.9;De 100 à 150 000 entrées;CINE RUEIL;UGC;non;non classé;;fixe;non;159;120;68;69.819527787;20.4316557609;6.6655610168;3.08325543527;89;38.6084583902;34.5513071797;48.879844,2.180852
347175.0;92;ARIEL HAUTS DE RUEIL;ILE-DE-FRANCE;59 AVENUE DE FOUILLEUSE;92063;Rueil-Malmaison;grande couronne;3;688;50;3744;150524;159148;5.4;De 150 à 200 000 entrées;NC;UGC;non;non classé;;fixe;non;88;71;57;19.7823265102;65.1915460143;11.4727908138;3.55333666167;16;1.65686798503;1.93376601764;48.862565,2.194794
353531.0;78;C2L CIN'HOCHE;ILE-DE-FRANCE;6 RUE HOCHE;78586;Sartrouville;petite couronne;5;436;53;9032;175576;174164;0.8;De 150 à 200 000 entrées;STE D'ETABLISEMENTS ET REPRESENTATIONS THEATRALES ET CINEMATOGRA;C2L;non;non classé;;fixe;non;213;176;134;35.2850486107;52.1423229592;10.1507219697;2.42190646033;67;13.3741648107;10.7444054536;48.937892,2.159419
356431.0;77;ESPACE PREVERT;ILE-DE-FRANCE;QUARTIER DU PLESSIS LE ROI;77445;Savigny-le-Temple;petite couronne;1;390;49;821;19662;19846;0.9;De 10 à 20 000 entrées;ESPACE PREVERT ANIMATION;GPCI;oui;catégorie C;;fixe;non;178;128;8;44.1995039956;43.9019013502;6.76770460182;5.13089005236;79;36.8020304569;32.4056213833;48.57649,2.579118
356871.0;92;TRIANON;ILE-DE-FRANCE;3 BIS RUE MARGUERITE RENAUDIN;92071;Sceaux;grande couronne;1;270;53;1155;64359;65065;1.1;De 50 à 80 000 entrées;LES GEMEAUX SCENE NATIONALE;NC;oui;catégorie C;PR;fixe;non;210;140;17;58.9561302651;26.7671778595;11.6694466486;2.6072452268;144;68.7725631769;66.387588865;48.777656,2.292628
362414.0;92;CINE SEL;ILE-DE-FRANCE;47 GRANDE RUE;92072;Sèvres;grande couronne;1;380;46;382;24799;27906;11.1;De 20 à 30 000 entrées;ETABLISSEMENT PUBLIC DE COOPERATION CULTURELLE SEVRES ESPACE LOI;GPCI;oui;catégorie C;;fixe;non;119;96;2;66.0724257915;22.1186477082;7.86975385541;3.93917264487;78;68.3783783784;65.9048928219;48.8247269,2.2150993
368403.0;93;SALLE PAUL ELUARD;ILE-DE-FRANCE;PLACE MARCEL POINTET;93072;Stains;grande couronne;1;699;27;97;8284;8663;4.4;De 5 à 10 000 entrées;COMITE GESTION CENTRE LOISIRS CULTURE PAUL ELUARD;NC;non;non classé;;fixe;non;64;41;0;38.3951244286;42.4454037583;9.89080751651;9.2686642966;25;40.2173913043;27.1330624683;48.951678,2.381372
370073.0;94;ESPACE JEAN-MARIE POIRIER (EX-CENTRE CULTUREL);ILE-DE-FRANCE;ESPLANADE DU 18 JUIN 1940;94071;Sucy-en-Brie;grande couronne;1;205;45;377;24729;24237;2.0;De 20 à 30 000 entrées;VILLE DE SUCY EN BRIE;GPCI;non;non classé;;fixe;non;144;109;0;67.6618018897;20.853480016;7.14634254536;4.33837554895;71;45.3757225434;45.2867852548;48.772452,2.512597
370411.0;92;LE CAPITOLE;ILE-DE-FRANCE;3 RUE LEDRU ROLLIN;92073;Suresnes;grande couronne;4;644;53;6303;124721;128422;2.9;De 100 à 150 000 entrées;NC;NC;oui;catégorie C;JP;fixe;non;203;144;90;48.585768294;43.9752663217;5.29117017525;2.14779520908;104;36.8666559434;29.3064565069;48.871363,2.229109
374021.0;78;LE CRATERE;ILE-DE-FRANCE;RUE JEAN MOULIN;78537;Saint-Arnoult-en-Yvelines;petite couronne;1;439;53;1091;43053;42063;2.4;De 40 à 50 000 entrées;NC;MICROMEGAS;oui;catégorie E;;fixe;non;153;126;3;37.4190089964;51.2935253811;7.84039528271;3.44707033981;57;22.6937269373;16.6759893721;48.571134,1.933453
379671.0;92;LES TROIS PIERROTS;ILE-DE-FRANCE;6-8 RUE DU MONT VALERIEN;92064;Saint-Cloud;grande couronne;2;466;49;1452;46278;45202;2.4;De 40 à 50 000 entrées;VILLE DE SAINT CLOUD;GPCI;oui;catégorie C;;fixe;non;228;162;70;55.0111802342;32.0662401204;8.8844118754;4.03816776993;143;56.0278745645;52.5670260577;48.852362,2.216385
381152.0;78;LES YEUX D ELSA;ILE-DE-FRANCE;11 BIS AVE JEAN JAURES;78545;Saint-Cyr-l'École;petite couronne;1;168;48;922;22828;24341;6.2;De 20 à 30 000 entrées;CENTRE D'ACTION CULTURELLE;MICROMEGAS;oui;catégorie C;JPPR;fixe;non;201;151;0;46.9871888548;33.0946465975;9.48414438112;10.4340201666;110;52.0979020979;52.0678065176;48.799763,2.067533
381912.0;93;ECRAN;ILE-DE-FRANCE;14 PASSAGE DE L ACQUEDUC;93066;Saint-Denis;grande couronne;2;398;49;2447;74836;74493;0.5;De 50 à 80 000 entrées;CINEMA L'ECRAN;NC;oui;catégorie C;RDJPPR;fixe;non;348;208;39;44.699905559;38.6556811151;12.2952421272;4.34917119875;260;79.065667695;74.5660598561;48.93659,2.358747
381941.0;93;GAUMONT;ILE-DE-FRANCE;8 RUE DU MONDIAL 1998;93066;Saint-Denis;grande couronne;9;1513;53;14954;289853;337685;14.2;De 200 à 300 000 entrées;GAUMONT;Les cinemas GAUMONT-PATHE;non;non classé;;fixe;oui;185;137;127;14.0926052852;63.9171011001;7.91257329982;14.0777203149;11;2.35057085292;0.73767143678;48.925395,2.363117
384792.0;77;ESPACE CULTUREL LES 26 COULEURS;ILE-DE-FRANCE;IMPASSE PASTEUR;77407;Saint-Fargeau-Ponthierry;petite couronne;1;222;41;309;7462;9208;19.0;De 5 à 10 000 entrées;NC;NC;oui;catégorie C;;fixe;non;126;78;0;59.2443034324;26.4782232478;5.2206518604;9.05682145948;68;47.7508650519;59.2010383617;48.535934,2.547053
386864.0;91;LES 4 PERRAY;ILE-DE-FRANCE;44/46 AV GABRIEL PERI;91549;Sainte-Geneviève-des-Bois;petite couronne;4;728;53;6436;91591;100039;8.4;De 80 à 100 000 entrées;SARL PERRY;NC;non;non classé;;fixe;non;125;110;99;30.1630108419;59.8914716833;8.93775453384;1.00776294096;13;3.77622377622;3.18924761707;48.647712,2.326708
388971.0;78;C 2 L;ILE-DE-FRANCE;25/27/29 RUE DU VIEUX MARCHE;78551;Saint-Germain-en-Laye;petite couronne;5;742;53;8879;213529;231817;7.9;De 200 à 300 000 entrées;SOCIETE ETABLISSEMENTS JOUSSEAUME;C2L;non;non classé;;fixe;non;165;130;118;36.4710148682;50.6449774646;9.47662398214;3.40738368506;65;29.0785754664;24.4917181974;48.896605,2.090977
390452.0;95;LES TOILES OLYMPIC;ILE-DE-FRANCE;PLACE FRANCOIS TRUFFAUT;95555;Saint-Gratien;petite couronne;3;487;47;3554;64509;25664;151.4;De 50 à 80 000 entrées;ASSOCIATION OFFICE CULTUREL DE SAINT GRATIEN;NC;oui;catégorie C;RDJPPR;fixe;non;188;119;54;56.9595102567;24.0826262843;13.8098306662;5.14803279275;160;90.2071563089;84.6042315541;48.971269,2.274468
404603.0;94;LE LIDO;ILE-DE-FRANCE;70 AV DE LA REPUBLIQUE;94068;Saint-Maur-des-Fossés;grande couronne;1;425;49;1391;47575;49338;3.6;De 40 à 50 000 entrées;ATELIER THEATRE DE LA CITE;NC;oui;catégorie C;RDJPPR;fixe;non;229;150;36;68.5569008368;17.9515242721;10.5866794354;2.90489545569;174;76.1285386381;69.5145586793;48.798427,2.485821
404612.0;94;LES 4 DELTA 4;ILE-DE-FRANCE;81 BIS AVENUE DU BAC;94068;Saint-Maur-des-Fossés;grande couronne;4;1001;53;6590;143610;161039;10.8;De 100 à 150 000 entrées;PARAFRANCE COMMUNICATION;UGC;non;non classé;;fixe;non;153;138;91;46.1973952087;42.7301503193;8.04933485791;3.02311961402;49;20.0091227003;15.3303399615;48.793451,2.514771
406812.0;91;CINES CARNE;ILE-DE-FRANCE;PLACE MARCEL CARNE;91570;Saint-Michel-sur-Orge;petite couronne;3;496;53;2805;65750;69608;5.5;De 50 à 80 000 entrées;ASSOCIATION ESPACE MARCEL CARNE;MICROMEGAS;oui;catégorie C;RDJPPR;fixe;non;287;173;36;60.9301949365;25.5504327429;8.58691256168;4.93245975896;227;80.7318894698;73.5581978484;48.637713,2.320768
408323.0;95;UTOPIA;ILE-DE-FRANCE;1 PLACE MENDES-FRANCE;95572;Saint-Ouen-l'Aumône;petite couronne;5;513;51;7553;155280;166544;6.8;De 150 à 200 000 entrées;ASSOCIATION CINEMAS DES DEUX RIVES;NC;oui;catégorie C;RDJPPR;fixe;non;373;243;136;61.2627393184;19.5007160435;12.9033827844;6.33316185365;276;76.8340306834;70.6985248113;49.044334,2.106823
408441.0;93;ESPACE 1789;ILE-DE-FRANCE;7/9 RUE DES ROSIERS;93070;Saint-Ouen;grande couronne;2;683;50;2396;55591;55477;0.2;De 50 à 80 000 entrées;CENTRE AUDONIEN ET FRANCILIEN D'ART ET DE CULTURE;NC;oui;catégorie C;RDJPPR;fixe;non;271;193;10;45.7667925695;38.3849093279;9.26159079363;6.58670730899;183;64.8575305292;53.4203609215;48.904144,2.339193
422871.0;95;STUDIO 207;ILE-DE-FRANCE;207 RUE DE PARIS;95607;Taverny;petite couronne;2;328;22;509;5800;16495;64.8;De 5 à 10 000 entrées;STUDIO 207;GPCI;non;non classé;;fixe;non;54;44;18;60.724137931;38.3965517241;0.0;0.879310344828;13;20.4322200393;19.6034482759;49.026312,2.224754
425503.0;94;PATHE BELLE EPINE;ILE-DE-FRANCE;CENTRE COMMERCIAL BELLE EPINE;94073;Thiais;grande couronne;16;3679;53;35080;1628192;1721959;5.4;De 1,5 à 2 millions d'entrées;LES CINEMAS GAUMONT PATHE;Les cinemas GAUMONT-PATHE;non;non classé;;fixe;oui;255;224;223;23.6481612772;64.2341436807;10.3321912082;1.78550383392;44;8.916359058;3.84780796501;48.756508,2.371928
429132.0;77;MEGA CGR;ILE-DE-FRANCE;PROMENADE DU 7ÈME ART;77468;Torcy;petite couronne;16;2974;53;32231;848879;808834;5.0;De 700 000 à 1 million d'entrées;NC;Les Films de la Rochelle;non;non classé;;fixe;oui;299;241;240;26.4068615186;60.2915696892;9.2142347948;4.08733399742;49;9.49125151506;4.37271916117;48.840592,2.654959
432832.0;78;CINEMA LE GRENIER A SEL;ILE-DE-FRANCE;PLACE DU 8 MAI 1945;78621;Trappes;petite couronne;1;218;50;1037;23554;25006;5.8;De 20 à 30 000 entrées;NC;VEO;oui;catégorie C;JPPR;fixe;non;204;143;2;45.740277243;28.7591451675;13.4337697343;12.0668078552;126;58.2027168234;61.1859838275;48.780183,1.992423
433972.0;93;JACQUES TATI;ILE-DE-FRANCE;29 BIS AV CHARLES DE GAULLE;93073;Tremblay-en-France;grande couronne;3;524;51;4106;117682;123780;4.9;De 100 à 150 000 entrées;ASSOCIATION TREMBLAYSIENNE POUR LE CINEMA;NC;oui;catégorie C;RDJPPR;fixe;non;344;238;42;45.3676879688;44.7950041249;7.01225946319;2.82504844311;220;45.4545454545;33.8228804942;48.99649,2.550261
433975.0;93;EUROPACORP CINEMAS AEROVILLE;ILE-DE-FRANCE;RUE DES BUISSONS;93073;Tremblay-en-France;grande couronne;12;2380;53;24055;737117;799183;7.8;De 700 000 à 1 million d'entrées;NC;Les cinemas GAUMONT-PATHE;non;non classé;;fixe;oui;173;153;149;20.5199544086;68.613088114;9.32220083331;1.54475664411;19;4.74603108463;2.01697316816;48.991044,2.524032
437561.0;91;STUDIO DES CHAMPS LASNIERS;ILE-DE-FRANCE;AVENUE DU BERRY;91692;Les Ulis;petite couronne;1;210;27;465;14803;25797;42.6;De 10 à 20 000 entrées;VILLE DES ULIS;NC;oui;catégorie C;JPPR;fixe;non;128;63;0;38.5942593623;31.3111234794;8.41218096525;21.6824361931;83;58.1730769231;65.8583127932;48.682507,2.169714
437562.0;91;UGC LES ULIS;ILE-DE-FRANCE;CENTRE COMMERCIAL LES ULIS 2;91692;Les Ulis;petite couronne;4;600;53;6499;118730;131128;9.5;De 100 à 150 000 entrées;UGC SAS;UGC;non;non classé;;fixe;non;91;82;79;27.2921755243;62.8712204161;9.61509306831;0.221510991325;4;4.20064625327;2.24206182094;48.675884,2.175597
439271.0;77;LES VARIETES;ILE-DE-FRANCE;72 RUE DE CHELLES;77479;Vaires-sur-Marne;petite couronne;1;311;47;365;7587;6543;16.0;De 5 à 10 000 entrées;ASSOCIATION VAIROISE D'ANIMATION CULTURELLE;NC;non;non classé;;fixe;non;97;82;0;73.6540820499;20.3761755486;2.83494616328;3.13479623824;26;25.7703081232;27.6270955431;48.874168,2.632366
