,APP_Libelle_etablissement,Adresse_2_UA,Code_postal,Libelle_commune,Numero_inspection,Date_inspection,APP_Libelle_activite_etablissement,Synthese_eval_sanit,Agrement,filtre,lat,lon
378,BOULANGERIE LABORIE,3 RUE FERNAND LEGER,91190,GIF SUR YVETTE,15992106,2021-01-15T01:00:00+01:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.703411,2.101163
380,SYBELLE,2 RUE DE PARON,91370,VERRIERES LE BUISSON,16046096,2021-06-17T02:00:00+02:00,Alimentation générale,Très satisfaisant,,Alimentation générale,48.747164,2.265699
393,LES GOURMETS D ETRECHY,17 GRANDE RUE,91580,ETRECHY,15836499,2020-12-15T01:00:00+01:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.49338,2.191798
409,LE FOURNIL DE LA BASILIQUE,AV DU 1ER MAI,91120,PALAISEAU,15883852,2021-02-02T01:00:00+01:00,Boulangerie-Pâtisserie,Très satisfaisant,,Boulangerie-Pâtisserie,48.711567,2.257015
431,"Chez Maria ""Churrasqueira"" (SARL CARVA)",18 VOIE DU MORT RU,91310,LONGPONT SUR ORGE,16038262,2021-06-11T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.652964,2.275912
454,VIA PIZZA (MDA),RUE BOIELDIEU,91240,SAINT MICHEL SUR ORGE,16039911,2021-06-14T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.630796,2.319023
474,AUX PETITS MACARONS,1 AV DE LA LIBERATION,91150,ETAMPES,16002144,2021-05-07T02:00:00+02:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.433145,2.15554
478,AU FOUR AU MOULIN (MARGAUTINE),35 RUE DU GENERAL DE GAULLE,91610,BALLANCOURT SUR ESSONNE,16061428,2021-06-29T02:00:00+02:00,Boulangerie-Pâtisserie,Très satisfaisant,,Boulangerie-Pâtisserie,48.524654,2.384702
500,LE GOUT DU PARADIS,32 RUE DE LA PAPETERIE,91610,BALLANCOURT SUR ESSONNE,16012179,2021-05-25T02:00:00+02:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.527689,2.373287
502,CREATIONS CHOCOLAT,68 AVENUE DE PARIS,91790,BOISSY SOUS SAINT YON,15970534,2021-04-15T02:00:00+02:00,Chocolatier,Très satisfaisant,,Chocolatier,48.546608,2.21542
505,AU PAIN GAULOIS,4 RUE LUCIEN SAMPAIX,91390,MORSANG SUR ORGE,15977137,2021-04-21T02:00:00+02:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.65508,2.356466
543,MADAME IDALIA MEAUX,36 AVENUE MAZARIN,91380,CHILLY MAZARIN,16079601,2021-07-06T02:00:00+02:00,Boulangerie-Pâtisserie,A améliorer,,Boulangerie-Pâtisserie,48.705454,2.314732
544,BEST WESTERN (OREBOI),Route de Montlhéry,91160,SAULX LES CHARTREUX,15855919,2021-01-15T01:00:00+01:00,_,Satisfaisant,,,48.679169,2.270085
563,ENTRE LA POIRE ET LE FROMAGE,11 GRANDE RUE,91470,LES MOLIERES,16038611,2021-06-11T02:00:00+02:00,Alimentation générale,Très satisfaisant,,Alimentation générale,48.672207,2.06771
564,AU PAIN DE SUCRE (MONSIEUR LAURENT HOUDUSSE),3 B RUE JEAN JAURES,91700,VILLIERS SUR ORGE,16011319,2021-05-25T02:00:00+02:00,Boulangerie-Pâtisserie,Très satisfaisant,,Boulangerie-Pâtisserie,48.657855,2.30138
568,LE BISTROT DE GIF (ORCEENNE D'INVESTISSEMENTS),10 ALL DU VAL FLEURY,91190,GIF SUR YVETTE,16159168,2021-09-14T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.70219,2.136272
574,CHICKEN SQUARE,2 RUE DES EGLANTIERS,91700,SAINTE GENEVIEVE DES BOIS,15977147,2021-04-21T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.638496,2.330787
595,JSC MOREIRA,49 RUE DE MONTLHERY,91240,SAINT MICHEL SUR ORGE,15949522,2021-03-29T02:00:00+02:00,Boulangerie-Pâtisserie,Très satisfaisant,,Boulangerie-Pâtisserie,48.634772,2.303172
603,FAMILY BURGER (BHA),124 AV FRANCOIS MITTERRAND,91200,ATHIS MONS,16237453,2021-11-16T01:00:00+01:00,Restaurant,Très satisfaisant,,Restaurant,48.706721,2.371681
619,SAS LAWSON,6 Avenue de l'Océanie,91940,LES ULIS,15980936,2021-04-09T02:00:00+02:00,Restaurant,Très satisfaisant,,Restaurant,48.679023,2.200295
629,HERACLES,9 RUE D AUVERGNE,91120,PALAISEAU,16078176,2021-07-08T02:00:00+02:00,_,Très satisfaisant,,,48.714687,2.247792
646,PIANETA,5 BD NELATON,91460,MARCOUSSIS,16053780,2021-06-22T02:00:00+02:00,_,Satisfaisant,,,48.642545,2.228926
667,PLANETE PIZZA (KHMA),4 RUE DE LA CITE,91580,ETRECHY,16193586,2021-10-08T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.492741,2.190651
669,DELICIA PIZZA - MDK (NADIA),11 RUE DE MONTLHERY,91310,LONGPONT SUR ORGE,16069087,2021-06-25T02:00:00+02:00,Restaurant,Très satisfaisant,,Restaurant,48.634562,2.289303
672,SARL CARLOS RIBEIRO,4 RUE DE LA FERTE ALAIS,91840,SOISY SUR ECOLE,15834780,2020-12-21T01:00:00+01:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.476179,2.491227
679,BONHEUR 2,17 PL DU MARCHE,91310,MONTLHERY,16128654,2021-08-17T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.639178,2.270496
683,SAS COTTON,20 Rue des Paquerettes,91400,ORSAY,15802441,2020-12-01T01:00:00+01:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.683248,2.18355
684,L'ORIGAN,8 VOIE DU MORT RU,91310,LONGPONT SUR ORGE,16068404,2021-07-02T02:00:00+02:00,Restaurant,Très satisfaisant,,Restaurant,48.652321,2.275453
686,CEDRE D'OR,22 VOIE DU MORT RU,91310,LONGPONT SUR ORGE,16048068,2021-06-18T02:00:00+02:00,Traiteur,Très satisfaisant,,Traiteur,48.653103,2.276008
687,LA MIE D'ORSAY,RUE DU DOC ERNEST LAURIAT,91400,ORSAY,15896956,2021-01-18T01:00:00+01:00,Boulangerie-Pâtisserie,Très satisfaisant,,Boulangerie-Pâtisserie,48.696923,2.188005
696,BOULANGERIE - PATISSERIE LA PLACE,1 PL JEAN MONNET,91170,VIRY CHATILLON,15964793,2021-04-12T02:00:00+02:00,Boulangerie-Pâtisserie,A améliorer,,Boulangerie-Pâtisserie,48.681197,2.371203
714,VICTOR ET LILI,4 PLACE DES CAUSEUSES,91120,PALAISEAU,15918087,2021-03-02T01:00:00+01:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.717028,2.23391
716,SUSHI GOURMET VILLEBON,chemin de briis,91140,VILLEBON SUR YVETTE,15989222,2021-04-30T02:00:00+02:00,Traiteur,Très satisfaisant,,Traiteur,48.705718,2.254734
731,SARL LA TERRASSE DE SAINTE GENEVIEVE,RUE LEO LAGRANGE,91700,SAINTE GENEVIEVE DES BOIS,15904949,2021-02-23T01:00:00+01:00,Boulangerie-Pâtisserie,Très satisfaisant,,Boulangerie-Pâtisserie,48.630354,2.343608
748,AKSARAY 68,44 GRANDE RUE,91290,ARPAJON,16169121,2021-09-21T02:00:00+02:00,Restaurant,Très satisfaisant,,Restaurant,48.591371,2.247647
786,LA CAVE DE L HUREPOIX,2 RUE DE PARIS,91470,LIMOURS,16096874,2021-07-22T02:00:00+02:00,_,Très satisfaisant,,,48.646234,2.076141
792,LA BOITE A CHOUX,31 AV DU GENERAL DE GAULLE,91530,SAINT CHERON,16002178,2021-05-11T02:00:00+02:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.553374,2.122944
800,OPERA BH,9 RUE DES CANADIENS,91300,MASSY,15823595,2020-12-14T01:00:00+01:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.733394,2.288581
843,PRORESTO LES ULIS,124 AV DES CHAMPS LASNIERS,91940,LES ULIS,16025076,2021-06-03T02:00:00+02:00,Restaurant,A améliorer,,Restaurant,48.684148,2.170113
848,POINT CHAUD DE LA GARE,39 BD DUBREUIL,91400,ORSAY,15941896,2021-02-15T01:00:00+01:00,Boulangerie-Pâtisserie,Très satisfaisant,,Boulangerie-Pâtisserie,48.69741,2.182658
850,LMDT FLEURY,5 RUE DU CHENE A CHAMPAGNE,91700,FLEURY MEROGIS,16196884,2021-10-12T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.64321,2.36307
866,CROUSTI POULET (NALAN),AV DE MOUSSEAU,91000,EVRY COURCOURONNES,15879016,2021-01-28T01:00:00+01:00,Restaurant,A améliorer,,Restaurant,48.62932,2.452371
868,ASIA CHEZ ZHU,2 BD GASPARD MONGE,91120,PALAISEAU,15836423,2020-12-22T01:00:00+01:00,Restaurant,Satisfaisant,,Restaurant,48.714431,2.202022
879,LA FOURMI VERTE,88 RUE CHARLES DE GAULLE,91440,BURES SUR YVETTE,16046162,2021-06-17T02:00:00+02:00,Alimentation générale,Très satisfaisant,,Alimentation générale,48.696553,2.155035
882,AGOUSSIF,RUE BOIELDIEU,91240,SAINT MICHEL SUR ORGE,15986226,2021-04-27T02:00:00+02:00,Boulangerie-Pâtisserie,A améliorer,,Boulangerie-Pâtisserie,48.630796,2.319023
899,LA REINE DU BLE,17 PL DE LA COMMUNE,91000,EVRY COURCOURONNES,16011273,2021-05-21T02:00:00+02:00,Boulangerie-Pâtisserie,A améliorer,,Boulangerie-Pâtisserie,48.621885,2.440848
902,NEW JAPAN ZHENG,31 RTE D ORLEANS RN 20,91310,MONTLHERY,16128697,2021-08-17T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.640091,2.267813
917,BOULANGERIE ANGE (CHILLYNEA),RUE SAINT EXUPERY,91380,CHILLY MAZARIN,15898458,2021-02-17T01:00:00+01:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.714571,2.30184
920,SAS BLAINVILLE,18 GRANDE RUE,91650,BREUILLET,16077413,2021-07-08T02:00:00+02:00,Boulangerie-Pâtisserie,A améliorer,,Boulangerie-Pâtisserie,48.56617,2.171015
938,PIZZA SERVICE,42 GRANDE RUE,91840,SOISY SUR ECOLE,16133584,2021-08-17T02:00:00+02:00,Restaurant,A améliorer,,Restaurant,48.476003,2.49301
947,MWM PIZZA,139 RUE PDT FRANCOIS MITTERRAND,91160,LONGJUMEAU,15826520,2020-12-15T01:00:00+01:00,Restaurant,Satisfaisant,,Restaurant,48.692947,2.292275
953,CHICKEN STREET (CHARLY),29 AV FRANCOIS MITTERRAND,91200,ATHIS MONS,15874105,2021-01-15T01:00:00+01:00,Restaurant,A améliorer,,Restaurant,48.700108,2.371692
955,THAI FOOD FUSION (ID LAB),4 place des Fédérés,91000,EVRY COURCOURONNES,15990850,2021-05-03T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.619571,2.445131
956,ANGE ROAD,6 RUE DES PETITS CHAMPS,91100,VILLABE,15968578,2021-04-14T02:00:00+02:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.592905,2.439974
984,AUX DELICES D'AURICA ET FRANCOIS (AUX DELICES D'AURICA ET FRANCOIS),30 RUE DE LA LIBERATION,91680,BRUYERES LE CHATEL,16007637,2021-05-18T02:00:00+02:00,Boulangerie-Pâtisserie,Très satisfaisant,,Boulangerie-Pâtisserie,48.593465,2.191839
985,GRAINE D'ARTISTE EVRY 2,2 BD DE L'EUROPE,91000,EVRY COURCOURONNES,16072406,2021-07-05T02:00:00+02:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.636027,2.41352
989,ILLICO PIZZA,8 RUE BERTHOLLET,91710,VERT LE PETIT,16061046,2021-06-29T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.541604,2.366251
1000,MILLES DELICES,104 RUE BERLIOZ,91240,SAINT MICHEL SUR ORGE,16214761,2021-10-26T02:00:00+02:00,Boulangerie-Pâtisserie,A améliorer,,Boulangerie-Pâtisserie,48.636346,2.321267
1001,VINVIN,9 RUE DE LA FERTE ALAIS,91720,MAISSE,16187425,2021-10-05T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.394521,2.375704
1016,O C T - TRADITION,11 MAIL PIERRE POTIER,91190,GIF SUR YVETTE,16055543,2021-06-24T02:00:00+02:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.710824,2.16255
1036,EPI DE L'ORGE,4 VOIE DU MORT RU,91310,LONGPONT SUR ORGE,16068100,2021-07-02T02:00:00+02:00,_,A améliorer,,,48.652431,2.275542
1047,STEFANIA,8 PL DE LA MAIRIE,91710,VERT LE PETIT,15893563,2021-02-12T01:00:00+01:00,Restaurant,Satisfaisant,,Restaurant,48.551023,2.366885
1055,PIZZA EXPRESS,9 B RUE GRANDE,91510,LARDY,16205377,2021-10-19T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.51791,2.261098
1071,LE KIN DI THAI,5 AV SAINT SAENS,91240,SAINT MICHEL SUR ORGE,16028964,2021-06-07T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.636177,2.31774
1088,SASU PIZZA CASU,"139, rue du psdt Mitterrand",91160,LONGJUMEAU,15834657,2020-12-15T01:00:00+01:00,Restaurant,Satisfaisant,,Restaurant,48.692947,2.292275
1098,MAISON DUCHEMIN (ARPATISS),61 GRANDE RUE,91290,ARPAJON,16060777,2021-06-29T02:00:00+02:00,Boulangerie-Pâtisserie,Très satisfaisant,,Boulangerie-Pâtisserie,48.589908,2.248628
1112,BOULANGERIE DE LA MAIRIE,15 RUE DES PROCESSIONS,91240,SAINT MICHEL SUR ORGE,16007909,2021-05-20T02:00:00+02:00,Boulangerie-Pâtisserie,Très satisfaisant,,Boulangerie-Pâtisserie,48.629799,2.303255
1146,LA BOULANG' DE SOISY,RUE DE L'ERMITAGE,91450,SOISY SUR SEINE,16223683,2021-11-03T01:00:00+01:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.652558,2.455918
1161,GRILL ISTANBUL (MELISA),2 VOIE DU MORT RU,91310,LONGPONT SUR ORGE,16037683,2021-06-11T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.652357,2.275482
1167,LA REINE DE BLE,7 RUE CHARLES DE GAULLE,91530,SAINT CHERON,16155306,2021-09-08T02:00:00+02:00,Boulangerie-Pâtisserie,A améliorer,,Boulangerie-Pâtisserie,48.553715,2.124575
1170,SOUNESS,3 RUE FRETAY,91140,VILLEJUST,16019460,2021-05-28T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.682953,2.23629
1173,SUSHI SAKURA / TACOS BD (RJS),7 PL DE L'EGLISE,91850,BOURAY SUR JUINE,16187341,2021-10-05T02:00:00+02:00,_,Satisfaisant,,,48.520436,2.297929
1188,ORGANISME GESTION EC CATHO SACRE COEUR,"10, rue Christophe de Saulx",91310,Montlhéry,21-002975-1,2021-01-12T01:00:00+01:00,Restauration collective,Satisfaisant,,Restauration collective,48.638312,2.270017
1389,CDE,88 AVENUE CHARLES DE GAULLE,91230,Montgeron,21-051876-1,2021-06-21T02:00:00+02:00,Restauration collective,Très satisfaisant,91421001,Restauration collective,48.695683,2.453879
1588,SAFAR SAID,1 R JEANNE D ARC,91300,Massy,21-074721-1,2021-09-17T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.732938,2.265128
1873,MAG DRIVE,PLACE ARBRE DE LA LIBERTE,91270,Vigneux-sur-Seine,21-029553-1,2021-04-13T02:00:00+02:00,Restaurant,Très satisfaisant,,Restaurant,48.698162,2.416524
1889,QUADRATURE RESTAURATION,9 RUE GODEAUME,91640,Fontenay-lès-Briis,21-090954-1,2021-11-08T01:00:00+01:00,Restauration collective,Très satisfaisant,91243001,Restauration collective,48.613053,2.174552
2060,COMPAGNIE REPUBLICAINE SECURITE 5,1 rue des Migniaux,91300,Massy,21-056460-1,2021-07-12T02:00:00+02:00,Restauration collective,Satisfaisant,,Restauration collective,48.729151,2.250962
2285,CARREFOUR,rue de l'Aubrac,91940,Les Ulis,21-058435-1,2021-07-09T02:00:00+02:00,Libre service,Satisfaisant,,Libre service,48.677394,2.173088
2479,BOUCHERIE FLEURY,103 RUE ROSA PARKS,91700,Fleury-Mérogis,21-059889-1,2021-07-22T02:00:00+02:00,Boucherie-Charcuterie,Satisfaisant,,Boucherie-Charcuterie,48.638259,2.359348
2490,METRO FRANCE,La pièce de la remise,91090,Lisses,21-046599-1,2021-06-14T02:00:00+02:00,Découpe de viande de boucherie,Très satisfaisant,91340005,,48.6103,2.435709
2549,BOUCHERIE STEPHANE,2 RUE GUINCHARD,91290,Arpajon,21-076139-1,2021-09-23T02:00:00+02:00,Traiteur|Boucherie-Charcuterie,Satisfaisant,,Traiteur|Boucherie-Charcuterie,48.589291,2.248793
2570,MAISON DE LA PETITE ENFANCE,41 RUE MONTESSUY,91260,Juvisy-sur-Orge,21-046414-1,2021-06-08T02:00:00+02:00,Restauration collective,Très satisfaisant,,Restauration collective,48.686743,2.383925
2921,EHPAD DEGOMMIER,"12, rue Degommier",91590,Cerny,21-030585-1,2021-04-19T02:00:00+02:00,Restauration collective,Satisfaisant,,Restauration collective,48.477869,2.331713
2958,BNS,2 AV DE LA GRIBELETTE,91170,Viry-Châtillon,20-089967-1,2020-12-17T01:00:00+01:00,Boucherie-Charcuterie,Satisfaisant,,Boucherie-Charcuterie,48.647122,2.364935
3108,ECOLE PRIMAIRE PUBLIQUE LE CLOS,RUE DU LAC,91250,Tigery,21-080640-1,2021-10-05T02:00:00+02:00,Restauration collective,Satisfaisant,,Restauration collective,48.644085,2.507075
3135,SODEXO SANTE MEDICO SOCIAL,5-7 RUE LAVOISIER,91540,Mennecy,21-060293-1,2021-07-15T02:00:00+02:00,Restauration collective,Très satisfaisant,91386109,Restauration collective,48.564432,2.445626
3242,HOPITAL PSYCHIATRIQUE L'EAU VIVE,6 AV DU GENERAL DE GAULLE,91450,Soisy-sur-Seine,20-096522-1,2021-06-21T02:00:00+02:00,Restauration collective,Satisfaisant,,Restauration collective,48.641948,2.455644
3322,MINI CRECHE KORCZAK,48 AVENUE ALBERT SARRAUT,91260,Juvisy-sur-Orge,21-046485-1,2021-06-08T02:00:00+02:00,Restauration collective,Très satisfaisant,,Restauration collective,48.69478,2.3574
3424,BOUCHERIE BERNARD,RTE VILLOISON,91100,Villabé,21-032956-1,2021-04-27T02:00:00+02:00,Boucherie-Charcuterie,A améliorer,,Boucherie-Charcuterie,48.579322,2.444636
3650,COLLEGE JEAN ROSTAND,rue de l'Hermite,91490,Milly-la-Forêt,21-072515-1,2021-09-14T02:00:00+02:00,Restauration collective,Satisfaisant,,Restauration collective,48.40085,2.475024
3977,ANGERVILLE DISTRIBUTION-ANDIS,14 RUE DU PONT LA FLEUR,91670,Angerville,21-063583-1,2021-08-10T02:00:00+02:00,Rayon poissonnerie,Très satisfaisant,,Rayon poissonnerie,48.317509,1.999582
3980,ANGERVILLE DISTRIBUTION-ANDIS,14 RUE DU PONT LA FLEUR,91670,Angerville,21-063647-1,2021-08-10T02:00:00+02:00,Libre service,Très satisfaisant,,Libre service,48.317509,1.999582
3983,PREST-DISTRIBUTION,11-13 BOULEVARD DE L EUROPE,91320,Wissous,21-083692-1,2021-10-14T02:00:00+02:00,Transport de denrées alimentaires,Très satisfaisant,,,48.735535,2.336137
4021,BOUCHERIE DE PARIS,38 RUE DE PARIS,91100,Corbeil-Essonnes,20-096089-1,2021-04-22T02:00:00+02:00,Boucherie-Charcuterie,Satisfaisant,,Boucherie-Charcuterie,48.60265,2.469067
4048,AU BOIS JOLI S A,1 RUE DU REGARD,91350,Grigny,21-067139-1,2021-07-19T02:00:00+02:00,Restauration collective,Très satisfaisant,,Restauration collective,48.658271,2.388771
4216,CENTRE HOSPITALIER GENERAL D'ARPAJON,OFFICE REZ DE CHAUSSEE,91290,Arpajon,21-011808-1,2021-02-03T01:00:00+01:00,Restauration collective,Très satisfaisant,,Restauration collective,,
4267,MOULIN DE VIRY,2 RUE HORACE DE CHOISEUL,91170,Viry-Châtillon,21-046937-1,2021-06-09T02:00:00+02:00,Restauration collective,Très satisfaisant,91687311,Restauration collective,48.668081,2.373872
4343,CENTRE HOSPITALIER GENERAL D'ARPAJON,OFFICE MATERNITE,91290,Arpajon,21-008653-1,2021-02-03T01:00:00+01:00,Restauration collective,Satisfaisant,,Restauration collective,,
4372,DOUMBEA,"RES 23/25, RUE DU CAMP ROMAIN",91490,Milly-la-Forêt,21-012402-1,2021-02-17T01:00:00+01:00,Transformation de produits carnés,Très satisfaisant,91405001,,48.398805,2.423141
4422,CENTRE HOSPITALIER GENERAL D'ARPAJON,18 AVENUE DE VERDUN,91290,Arpajon,21-008652-1,2021-02-03T01:00:00+01:00,Restauration collective,Très satisfaisant,91021002,Restauration collective,48.583589,2.243452
4577,COALLIA,4 RUE DE LA TOURNEE,91650,Breuillet,21-024005-1,2021-03-10T01:00:00+01:00,Restauration collective,Très satisfaisant,,Restauration collective,48.567104,2.170952
4614,POLE HANDICAP SERGE DASSAULT,"80, rue de la dauphine",91100,Corbeil-Essonnes,21-006897-1,2021-01-27T01:00:00+01:00,Restauration collective,Satisfaisant,,Restauration collective,48.601318,2.473648
4680,KING'S KITCHEN,54 RUE DU MARQUIS DE RAIES,91133,Évry-Courcouronnes,21-026199-1,2021-03-11T01:00:00+01:00,Métier de bouche,Satisfaisant,,,48.629264,2.422998
4734,BOUCHERIE CHATEAU ROUGE 91,"1,Place du Damier",91350,Grigny,21-005009-1,2021-01-19T01:00:00+01:00,Boucherie-Charcuterie,Satisfaisant,,Boucherie-Charcuterie,48.651313,2.380667
4747,MARPA LES GRILLONS,28 RUE DE LA CROIX BOISSEE,91810,Vert-le-Grand,21-018527-1,2021-03-03T01:00:00+01:00,Restauration collective,Satisfaisant,,Restauration collective,48.571838,2.362151
4764,LA MAISON DES CLEMATITES,44 RUE DE LA DAUPHINE,91100,Corbeil-Essonnes,21-009625-1,2021-02-08T01:00:00+01:00,Restauration collective,Très satisfaisant,,Restauration collective,48.601888,2.47677
4818,LES CHAMPS DES POSSIBLES,12 rue de la Grange rouge,91490,Courances,20-092134-1,2020-12-16T01:00:00+01:00,Producteur fermier,Très satisfaisant,,Producteur fermier,48.440738,2.477768
5114,MAIRIE COMMUNE DE LONGPONT SUR ORGE,18 chemin de biron,91310,Longpont-sur-Orge,21-085031-1,2021-10-19T02:00:00+02:00,Restauration collective,Très satisfaisant,,Restauration collective,48.633575,2.284804
