,APP_Libelle_etablissement,Adresse_2_UA,Code_postal,Libelle_commune,Numero_inspection,Date_inspection,APP_Libelle_activite_etablissement,Synthese_eval_sanit,Agrement,filtre,lat,lon
100,LEADER PRICE EXPLOITATION,102 RUE DE BICETRE,94240,L' HAY LES ROSES,15916328,2021-03-04T01:00:00+01:00,Alimentation générale,A améliorer,,Alimentation générale,48.77616,2.353736
130,LE VERGER DU BAC,30 RUE DU BAC,94480,ABLON SUR SEINE,16183898,2021-09-29T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.723641,2.418631
137,FRANPRIX (DISTRIFRANCE SARL),136 R DEFRANCE,94300,VINCENNES,15810660,2020-12-04T01:00:00+01:00,Alimentation générale,A améliorer,,Alimentation générale,48.849203,2.455709
146,BOUDABBOUS KAMEL,128B R JEAN JAURES,94700,MAISONS ALFORT,16083820,2021-07-13T02:00:00+02:00,Boulangerie-Pâtisserie,A améliorer,,Boulangerie-Pâtisserie,,
147,ADBH,32 AV CARNOT,94190,VILLENEUVE SAINT GEORGES,16020336,2021-05-26T02:00:00+02:00,Boulangerie-Pâtisserie,A améliorer,,Boulangerie-Pâtisserie,48.732953,2.449939
157,AUREMA DISTRIBUTION,7 RUE DE LA STATION,94170,LE PERREUX SUR MARNE,15986168,2021-04-22T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.843128,2.504216
175,MANDRES SERVICES BANGAIZ (MONSIEUR NAJET BENGAIZ),13 RUE DU GENERAL LECLERC,94520,MANDRES LES ROSES,16115235,2021-07-29T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.701932,2.543593
178,DOUCEURS ET PLAISIRS DE VINCENNES,83 R DE FONTENAY,94300,VINCENNES,15949744,2021-03-29T02:00:00+02:00,Boulangerie-Pâtisserie,A améliorer,,Boulangerie-Pâtisserie,48.848225,2.437003
198,VSGK,RUE DE LA SABLONNIERE,94460,VALENTON,16035192,2021-06-08T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.750509,2.454156
229,LE JARDIN DU PARADIS,3 AV ANATOLE FRANCE,94600,CHOISY LE ROI,15914728,2021-03-02T01:00:00+01:00,Alimentation générale,A améliorer,,Alimentation générale,48.765006,2.409714
238,LE MARCHE FRANPRIX (SENTHURAN),85 AV DU PRESIDENT JF KENNEDY,94190,VILLENEUVE SAINT GEORGES,15968199,2021-04-14T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.735358,2.465209
249,VALENTON VIANDES ET VICTUAILLES,16 RUE DE LA SABLONNIERE,94460,VALENTON,16034311,2021-06-08T02:00:00+02:00,Boucherie-Charcuterie,A améliorer,,Boucherie-Charcuterie,48.751278,2.454396
250,AUX GOURMETS DE SAINT MAURICE,40 AV MAL DE LATTRE DE TASSIGNY,94410,SAINT MAURICE,16162466,2021-09-16T02:00:00+02:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.821427,2.419954
256,BOULANGERIE PAO QUENTE,2 RUE DES CHAMPS ELYSEES,94250,GENTILLY,15921092,2021-02-24T01:00:00+01:00,Boulangerie-Pâtisserie,A améliorer,,Boulangerie-Pâtisserie,48.816269,2.339421
258,CLOJUL,1 IMP SAINT GEORGES,94190,VILLENEUVE SAINT GEORGES,16133384,2021-08-19T02:00:00+02:00,Restaurant,Très satisfaisant,,Restaurant,48.738535,2.452969
270,LA GRANGE AUX SAVEURS (MONSIEUR PHILIPPE TANTIN),"19, RUE DU GENERAL LECLERC",94520,MANDRES LES ROSES,16108840,2021-07-29T02:00:00+02:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.70163,2.54317
295,CODEAL VINCENNES,66 RUE DE FONTENAY,94300,VINCENNES,15949823,2021-03-29T02:00:00+02:00,Boulangerie-Pâtisserie,A améliorer,,Boulangerie-Pâtisserie,48.84788,2.441356
296,LE FOURNIL DE VALENTON,22 RUE DE LA SABLONNIERE,94460,VALENTON,16035210,2021-06-08T02:00:00+02:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.750817,2.454296
337,HALAL DISTRIB (W&J DISTRIB),15 RUE GABRIEL PERI,94460,VALENTON,15915881,2021-03-03T01:00:00+01:00,Alimentation générale,Très satisfaisant,,Alimentation générale,48.748732,2.469147
390,AU PARFAIT GIGOT (BOUCHERIE FLORENT),19 AVENUE ARDOUIN,94420,LE PLESSIS TREVISE,15913431,2021-02-26T01:00:00+01:00,Boucherie-Charcuterie,Satisfaisant,,Boucherie-Charcuterie,48.808745,2.574378
428,S C M O A,61 RUE DE PARIS,94220,CHARENTON LE PONT,16069360,2021-07-05T02:00:00+02:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.820333,2.415019
453,SAS BOULANGERIE LIBERTE,137 RUE DE PARIS,94220,CHARENTON LE PONT,16050417,2021-06-22T02:00:00+02:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.825941,2.406746
455,BOULANGERIE HAOUAS,1 RUE DE LORRAINE,94320,THIAIS,15847423,2021-01-08T01:00:00+01:00,Boulangerie-Pâtisserie,A améliorer,,Boulangerie-Pâtisserie,48.755928,2.398599
465,G20 (CRETTEDISTRI),RUE HENRI CRETTE,94550,CHEVILLY LARUE,16119997,2021-08-10T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.771417,2.355335
498,HONG XING,28 AV DU GENERAL DE GAULLE,94160,SAINT MANDE,15913739,2021-03-02T01:00:00+01:00,Alimentation générale,A améliorer,,Alimentation générale,48.844284,2.417476
541,LA MIE PATISSIER,40 RUE DU GENERAL LECLERC,94440,VILLECRESNES,15933509,2021-03-17T01:00:00+01:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.725741,2.534891
547,BPS BOULANGERIE,3 PL DES MARSEILLAIS,94220,CHARENTON LE PONT,15975049,2021-04-20T02:00:00+02:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.826213,2.405888
555,LE BLE D OR SARL,12 AVENUE ANATOLE FRANCE,94400,VITRY SUR SEINE,16118847,2021-08-09T02:00:00+02:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.801879,2.403063
566,LE FOURNIL ANDD,125 RUE DE PARIS,94220,CHARENTON LE PONT,16052392,2021-06-23T02:00:00+02:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.824743,2.40842
598,Cocci Market (DINALI),51 AVENUE DU PARC DES SPORTS,94260,FRESNES,16120295,2021-08-10T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.750006,2.323012
627,AU MARCHE DE VINCENNES,23 RUE DES LAITIERES,94300,VINCENNES,15845154,2021-01-05T01:00:00+01:00,Alimentation générale,A améliorer,,Alimentation générale,48.847876,2.424069
631,MRN MARCHE EXOTIQUE,12 AV DU MARECHAL MORTIER,94510,LA QUEUE EN BRIE,16118702,2021-08-03T02:00:00+02:00,Alimentation générale,A améliorer,,Alimentation générale,48.790384,2.575392
632,SNA,129 RUE DU MARECHAL LECLERC,94410,SAINT MAURICE,16090964,2021-07-20T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.816071,2.459212
663,LA PERLE D'ALFORTVILLE,6 PL FRANCOIS MITTERAND,94140,ALFORTVILLE,15906930,2021-02-23T01:00:00+01:00,Poissonnerie,A améliorer,,Poissonnerie,48.804803,2.419797
688,FOOD S CITY,3 B AVENUE CARNOT,94190,VILLENEUVE SAINT GEORGES,16083977,2021-07-13T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.733087,2.447401
697,AMREST OPCO - OKABE (AMREST OPCO SAS),AV DE FONTAINEBLEAU,94270,LE KREMLIN BICETRE,15966702,2021-04-13T02:00:00+02:00,Restaurant,Très satisfaisant,,Restaurant,48.811198,2.361837
705,J S T SUPERETTE,125 RUE JEAN JAURES,94700,MAISONS ALFORT,16008046,2021-05-20T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.795065,2.434156
743,TANIA SUPERMARKET,9 RUE DES QUINZE ARPENTS,94320,THIAIS,16047453,2021-06-18T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.766739,2.382996
751,BERKA,3 PL BERAULT,94300,VINCENNES,15845798,2021-01-05T01:00:00+01:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.845945,2.428354
759,ROYAL AM,3 RUE SAINT GERMAIN,94400,VITRY SUR SEINE,15968436,2021-04-14T02:00:00+02:00,Boulangerie-Pâtisserie,A améliorer,,Boulangerie-Pâtisserie,48.79027,2.393405
765,BOULANGERIE PATISSERIE LES ROSES,220 AV FLOUQUET,94240,L' HAY LES ROSES,15960362,2021-04-07T02:00:00+02:00,Boulangerie-Pâtisserie,A améliorer,,Boulangerie-Pâtisserie,48.76712,2.319033
805,SARL D&J,34 RUE DU COLONEL FABIEN,94460,VALENTON,15962906,2021-04-06T02:00:00+02:00,Alimentation générale,A améliorer,,Alimentation générale,48.74563,2.468831
811,AF COMMERCE,2 RUE JEAN JACQUES ROUSSEAU,94190,VILLENEUVE SAINT GEORGES,15985915,2021-04-27T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.746322,2.447041
817,FRANPRIX (NADIMIS),55 B RUE DU GENERAL DE GAULLE,94290,VILLENEUVE LE ROI,16022136,2021-05-19T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.735085,2.421614
827,MAISON DU PAIN,171 AV ARISTIDE BRIAND,94230,CACHAN,15954905,2021-04-01T02:00:00+02:00,Boulangerie-Pâtisserie,A améliorer,,Boulangerie-Pâtisserie,48.790659,2.319932
840,MAC FOOD,5 AV DU MOULIN DE SAQUET,94400,VITRY SUR SEINE,15828631,2020-12-16T01:00:00+01:00,Restaurant,Satisfaisant,,Restaurant,48.791962,2.38638
883,MI LAIT - MI RAISIN (LEF INVEST),27 RUE DU GENERAL LECLERC,94520,MANDRES LES ROSES,16113831,2021-07-29T02:00:00+02:00,Alimentation générale,Très satisfaisant,,Alimentation générale,48.701565,2.542826
887,VALENTON SUPERMARCHE,14 RUE DU COLONEL FABIEN,94460,VALENTON,15962644,2021-04-06T02:00:00+02:00,Alimentation générale,A améliorer,,Alimentation générale,48.747487,2.467446
894,BH FOUR,44 AV PAUL VAILLANT-COUTURIER,94400,VITRY SUR SEINE,16043028,2021-06-16T02:00:00+02:00,Boulangerie-Pâtisserie,A améliorer,,Boulangerie-Pâtisserie,48.79745,2.399182
897,GRAINE D'ARTISTE,107 AV GEORGES GOSNAT,94200,IVRY SUR SEINE,15880506,2020-12-08T01:00:00+01:00,Boulangerie-Pâtisserie,Très satisfaisant,,Boulangerie-Pâtisserie,48.811309,2.3844
904,JOBI,1 ALL COSTES ET BELLONTE,94550,CHEVILLY LARUE,15926311,2021-03-11T01:00:00+01:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.770512,2.339912
929,ARTS ET SAVEURS,85 AV ROUGET DE LISLE,94400,VITRY SUR SEINE,16123097,2021-08-12T02:00:00+02:00,Boulangerie-Pâtisserie,A améliorer,,Boulangerie-Pâtisserie,48.778751,2.396122
939,L EPICERIE DU MARCHE,12 RUE DE LA TOUR,94566,CHEVILLY LARUE,16035321,2021-06-10T02:00:00+02:00,_,Satisfaisant,,,,
941,AU PECHE MIGNON,8 PL PIERRE CURIE,94260,FRESNES,16187305,2021-10-05T02:00:00+02:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.755238,2.322612
971,L' EPI DE FRESNES,46 BD PASTEUR,94260,FRESNES,15914985,2021-02-25T01:00:00+01:00,Boulangerie-Pâtisserie,A améliorer,,Boulangerie-Pâtisserie,48.756779,2.31505
974,MAIL SUPERMARCHE,210 B AV DE LA DIVISION LECLERC,94460,VALENTON,16020183,2021-05-26T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.742986,2.459013
978,VIO MARKET,68 RUE DE LA JARRY,94300,VINCENNES,15846344,2021-01-05T01:00:00+01:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.849386,2.446186
980,PANIER SYMPA,3 RUE MARCEL SEMBAT,94190,VILLENEUVE SAINT GEORGES,16128990,2021-08-17T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.740321,2.454687
996,SUSHI STORY 2,146 RUE DE CHEVILLY,94240,L' HAY LES ROSES,15827014,2020-12-15T01:00:00+01:00,Restaurant,A améliorer,,Restaurant,48.774132,2.350412
1032,HKF BOULANGERIE,198 RUE JEAN JAURES,94700,MAISONS ALFORT,15993272,2021-05-05T02:00:00+02:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.793979,2.434054
1040,MJSB,98 BD DE BELLECHASSE,94100,SAINT MAUR DES FOSSES,16167847,2021-09-21T02:00:00+02:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.793809,2.49522
1048,BOULANGERIE SAINT GERMAIN,3 RUE SAINT GERMAIN,94400,VITRY SUR SEINE,16118834,2021-08-09T02:00:00+02:00,_,Satisfaisant,,,48.79027,2.393405
1133,LA CIGALE,52 RUE DU MARECHAL LYAUTEY,94290,VILLENEUVE LE ROI,16183777,2021-09-29T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.730868,2.418527
1137,MBCH,3 AV THERESE,94420,LE PLESSIS TREVISE,15913292,2021-02-26T01:00:00+01:00,_,Très satisfaisant,,,48.809252,2.574385
1139,L'atelier de Galice,25 rue Elsa Triolet,94400,VITRY SUR SEINE,15906812,2021-02-24T01:00:00+01:00,_,Satisfaisant,,,48.779937,2.403119
1148,La Moldoveanu,127 Rue Jean Jaurès,94700,MAISONS ALFORT,16008103,2021-05-20T02:00:00+02:00,Alimentation générale,Satisfaisant,,Alimentation générale,48.794764,2.434223
1276,CEDRAL,2  RUE DU POITOU,94150,Rungis,21-010849-1,2021-01-26T01:00:00+01:00,Transport de denrées alimentaires,Très satisfaisant,,,48.757341,2.360871
1282,G LA DALLE,4 RUE LOUIS LENOIR,94350,Villiers-sur-Marne,21-009867-1,2021-02-08T01:00:00+01:00,Restaurant,Satisfaisant,,Restaurant,48.823872,2.542501
1304,CREHE COLLECTIVE DEPARTEMENTALE,11 RUE DE PERPIGNAN,94700,Maisons-Alfort,21-037353-1,2021-05-10T02:00:00+02:00,Restauration collective,Très satisfaisant,,Restauration collective,48.814946,2.438076
1313,FAIT TA CREPE,17 RUE JEAN JAURES,94500,Champigny-sur-Marne,20-087978-1,2020-12-07T01:00:00+01:00,Restaurant,Satisfaisant,,Restaurant,48.815788,2.50412
1330,CALISICI,5 RUE HENRI JANIN,94190,Villeneuve-Saint-Georges,21-040016-1,2021-05-25T02:00:00+02:00,Boucherie-Charcuterie,Satisfaisant,,Boucherie-Charcuterie,48.729453,2.447792
1387,SNACKMANIA,12 PLACE DE LATTRE DE TASSIGNY,94550,Chevilly-Larue,21-020585-1,2021-03-11T01:00:00+01:00,Restaurant,Très satisfaisant,,Restaurant,48.772344,2.367136
1422,CEDRAL,2  RUE DU POITOU,94150,Rungis,21-005342-1,2021-01-26T01:00:00+01:00,Entreposage de distribution de denrées alimentaires,Très satisfaisant,94065221,,48.757341,2.360871
1436,EDEN-BOUCHERIE-A-F,23 AV DU 8 MAI 1945,94400,Vitry-sur-Seine,21-030415-1,2021-04-14T02:00:00+02:00,Boucherie-Charcuterie,Satisfaisant,,Boucherie-Charcuterie,48.784151,2.397144
1630,DEMARNE,6 allée centrale,94569,Rungis,21-021934-1,2021-03-11T01:00:00+01:00,Entreposage de produits de la pêche,Très satisfaisant,94065413,,,
1651,ELEM,7 RUE LOUIS LENOIR,94350,Villiers-sur-Marne,21-061821-1,2021-08-04T02:00:00+02:00,Commerce alimentaire,Satisfaisant,,,48.824079,2.542407
1695,DELON SAS,78 RUE DE LILLE,94550,Chevilly-Larue,21-055848-1,2021-07-08T02:00:00+02:00,Transport de denrées alimentaires,Très satisfaisant,,,48.759907,2.35684
1709,DEMARNE,6 allée centrale,94569,Rungis,21-021936-1,2021-03-11T01:00:00+01:00,Halle à M./1ére vente/Vente en gros produits de la pêche,Très satisfaisant,94065413,,,
1718,DEMARNE,6 allée centrale,94569,Rungis,21-021931-1,2021-03-11T01:00:00+01:00,Mareyage et préparation de produits de la pêche,Très satisfaisant,94065413,,,
1727,SENGCHAREUN,8 RUE DU DOCTEUR ROUX,94600,Choisy-le-Roi,21-016430-1,2021-02-26T01:00:00+01:00,Transformation de produits carnés,Satisfaisant,94022088,,48.771513,2.408106
1820,SUSHI D'IVRY,1 PLACE LEON GAMBETTA,94200,Ivry-sur-Seine,21-035981-1,2021-05-06T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.814711,2.40255
1857,ECOLE PRIMAIRE PUBLIQUE DU PARANGON,41 boulevard du marechal leclerc,94340,Joinville-le-Pont,21-075813-1,2021-09-20T02:00:00+02:00,Restauration collective,Satisfaisant,,Restauration collective,48.812899,2.468675
2054,LYCEE PROFESSIONNEL MICHELET,1  RUE MICHELET,94120,Fontenay-sous-Bois,20-087562-1,2020-12-08T01:00:00+01:00,Restauration collective,Satisfaisant,,Restauration collective,48.851917,2.473275
2099,OGEC SAINT ANDRE,"12, av Leon Gourdault",94600,Choisy-le-Roi,21-079305-1,2021-10-01T02:00:00+02:00,Restauration collective,Satisfaisant,,Restauration collective,48.763445,2.405816
2138,GLOBALE DE RESTAURATION RAPIDE (G 2 R),226 RUE PETIT LEROY,94550,Chevilly-Larue,20-088925-1,2020-12-15T01:00:00+01:00,Transformation de produits carnés,Très satisfaisant,94021003,,48.761976,2.364512
2144,GLOBALE DE RESTAURATION RAPIDE (G 2 R),226 RUE PETIT LEROY,94550,Chevilly-Larue,20-088927-1,2020-12-15T01:00:00+01:00,Préparation de produits composés,Très satisfaisant,,,48.761976,2.364512
2208,LYCEE POLYVALENT FREDERIC MISTRAL,7 RUE FREDERIC MISTRAL,94260,Fresnes,21-079615-1,2021-09-30T02:00:00+02:00,Restauration collective,Satisfaisant,,Restauration collective,48.761226,2.328688
2269,L' EPI DE FRESNES,46 BD PASTEUR,94260,Fresnes,21-063071-1,2021-08-05T02:00:00+02:00,Boulangerie-Pâtisserie,Satisfaisant,,Boulangerie-Pâtisserie,48.756779,2.31505
2356,MAISON GRAND PERE II,4 RTE DE BRY,94350,Villiers-sur-Marne,21-084112-1,2021-10-14T02:00:00+02:00,Boucherie-Charcuterie,A améliorer,,Boucherie-Charcuterie,48.829832,2.539002
2358,BELLA ROSA,3 Grande rue Charles de Gaulle,94130,Nogent-sur-Marne,20-094366-1,2021-01-25T01:00:00+01:00,Restaurant,Satisfaisant,,Restaurant,48.835705,2.475145
2380,IME LES LILAS,3 RUE DES LILAS,94240,L'Haÿ-les-Roses,21-079656-1,2021-09-30T02:00:00+02:00,Restauration collective,Très satisfaisant,,Restauration collective,48.778066,2.351667
2450,AU PALMIER A SUCRE,49 AVENUE PIERRE BROSSOLETTE,94170,Le Perreux-sur-Marne,21-032655-1,2021-04-26T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.835291,2.499093
2545,JIA XIN,50 BD PASTEUR,94260,Fresnes,21-057165-1,2021-07-15T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.756689,2.314907
2597,FONDATION DES AMIS DE L'ATELIER,4 RUE DES GRANGES,94400,Vitry-sur-Seine,21-091042-1,2021-11-02T01:00:00+01:00,Restauration collective,Très satisfaisant,94081059,Restauration collective,48.786146,2.39793
2611,SUD EST GOURMET,11 AVENUE CHARLES DE GAULLE,94100,Saint-Maur-des-Fossés,21-068523-1,2021-08-31T02:00:00+02:00,Traiteur,Satisfaisant,,Traiteur,48.803776,2.485576
2676,BIO PIZZA,34 BD PASTEUR,94260,Fresnes,21-057164-1,2021-07-15T02:00:00+02:00,Restaurant,A améliorer,,Restaurant,48.757188,2.315749
2722,ITALIAN BREAK,4 RUE TRAVERSIERE,94150,Rungis,21-036700-1,2021-05-06T02:00:00+02:00,Restaurant,Très satisfaisant,,Restaurant,48.746661,2.353021
2723,TRAITEUR LEYI,85 AVENUE DU BAC,94210,Saint-Maur-des-Fossés,21-093727-1,2021-11-18T01:00:00+01:00,Commerce alimentaire,Satisfaisant,,,48.793265,2.515362
2750,LA FERME BIO DU PLATEAU BRIARD,RUE AUGUSTE DUPIN,94520,Mandres-les-Roses,21-080408-1,2021-10-06T02:00:00+02:00,Centre d'emballage des oeufs,Très satisfaisant,94047001,,48.710724,2.548061
2752,CENTRAL PARC,42 RUE DU FOUR,94100,Saint-Maur-des-Fossés,20-089970-1,2020-12-17T01:00:00+01:00,Restaurant,Satisfaisant,,Restaurant,48.812383,2.472975
2758,MBHS,18 RUE DE LA VARENNE,94100,Saint-Maur-des-Fossés,20-094687-1,2021-02-01T01:00:00+01:00,Restaurant,Satisfaisant,,Restaurant,48.807802,2.473459
2762,E A,11 RUE EUGENE HENAFF,94400,Vitry-sur-Seine,21-004995-1,2021-01-19T01:00:00+01:00,Préparation de produits composés,Satisfaisant,,,48.793747,2.413948
2868,E A,11 RUE EUGENE HENAFF,94400,Vitry-sur-Seine,21-004982-1,2021-01-19T01:00:00+01:00,Transformation de produits carnés,Satisfaisant,94081006,,48.793747,2.413948
2871,E A,11 RUE EUGENE HENAFF,94400,Vitry-sur-Seine,21-004999-1,2021-01-19T01:00:00+01:00,Transformation de produits de la pêche,Satisfaisant,94081006,,48.793747,2.413948
2893,E.T.L.S,SOGARIS 170 BATMENT M31,94564,Rungis,21-024858-1,2021-03-24T01:00:00+01:00,Entreposage de distribution de denrées alimentaires,Très satisfaisant,94065087,,48.754655,2.352533
2924,ECOLE ELEMENTAIRE JEAN-JACQUES GRESSIER,"31, avenue des platanes",94340,Joinville-le-Pont,21-075485-1,2021-09-20T02:00:00+02:00,Restauration collective,Satisfaisant,,Restauration collective,48.817783,2.478001
3000,SOCIETE NOUVELLE DES CAFES PARISIENS,5 rue Charles Beauvais,94380,Bonneuil-sur-Marne,21-033121-1,2021-04-23T02:00:00+02:00,Restaurant,Très satisfaisant,,Restaurant,48.766927,2.485752
3050,DZ MARKET,7 RUE DE LA MARNE,94190,Villeneuve-Saint-Georges,21-061492-1,2021-08-03T02:00:00+02:00,Boucherie-Charcuterie,Satisfaisant,,Boucherie-Charcuterie,48.730754,2.448058
3105,DELICES SAINT MAUR,DELICES SAINT MAUR,94100,Saint-Maur-des-Fossés,21-041778-1,2021-05-20T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.808465,2.476222
3150,ECOLE PRIMAIRE PUBLIQUE DE LA PLAINE,"15, RUE FRANCOIS RUDE",94230,Cachan,21-091482-1,2021-11-09T01:00:00+01:00,Restauration collective,Très satisfaisant,94016007,Restauration collective,48.786962,2.333289
3176,SAVEURS ET DELICES D ITALIE,47 RUE DU DOCTEUR ROUX,94600,Choisy-le-Roi,21-049566-1,2021-06-22T02:00:00+02:00,Commerce alimentaire,Très satisfaisant,,,48.770901,2.403066
3218,PRESTO 94,14 AV PAUL VAILLANT-COUTURIER,94400,Vitry-sur-Seine,20-090446-1,2020-12-17T01:00:00+01:00,Restaurant,Satisfaisant,,Restaurant,48.799854,2.401194
3288,DR 03 RESTAURANT,7 RUE GUY MOQUET,94800,Villejuif,21-067631-1,2021-08-25T02:00:00+02:00,Restauration collective,Satisfaisant,,Restauration collective,48.796716,2.358495
3320,ETOILE D'ASIE,13 RUE DES REMISES,94100,Saint-Maur-des-Fossés,20-094951-1,2021-02-11T01:00:00+01:00,Restaurant,Satisfaisant,,Restaurant,48.806484,2.473404
3387,IMJAD,6 B BD DE CRETEIL,94100,Saint-Maur-des-Fossés,20-090629-1,2020-12-17T01:00:00+01:00,Restaurant,Satisfaisant,,Restaurant,48.805706,2.471538
3399,CHIKEN S'QUARE,3 RUE BAUDIN,94200,Ivry-sur-Seine,21-042409-1,2021-06-01T02:00:00+02:00,Restaurant,A améliorer,,Restaurant,48.817541,2.373724
3400,SUSHI 8,195 BD D'ALSACE LORRAINE,94170,Le Perreux-sur-Marne,21-066086-1,2021-08-19T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.85238,2.510838
3440,THAI FOOD SAINT MAUR,1 RUE DES REMISES,94100,Saint-Maur-des-Fossés,20-090713-1,2020-12-17T01:00:00+01:00,Restaurant,Satisfaisant,,Restaurant,48.807408,2.473983
3449,FU JI,23 RUE SAINT HILAIRE,94210,Saint-Maur-des-Fossés,21-048520-1,2021-06-17T02:00:00+02:00,Restaurant,Satisfaisant,,Restaurant,48.791612,2.513254
3493,SUD OUEST ABATS,44 RUE DES PROUVAIRES MIN,94550,Chevilly-Larue,21-078704-1,2021-09-21T02:00:00+02:00,Vente en gros de viande de boucherie,Satisfaisant,94065505,,48.757891,2.364715
3496,SUD OUEST ABATS,44 RUE DES PROUVAIRES MIN,94550,Chevilly-Larue,21-071059-1,2021-09-21T02:00:00+02:00,Découpe de viande de boucherie,Satisfaisant,94065505,,48.757891,2.364715
3526,CAFFE ITALIA,108 GR CHARLES DE GAULLE,94130,Nogent-sur-Marne,20-092305-1,2020-12-31T01:00:00+01:00,Restaurant,Satisfaisant,,Restaurant,48.837031,2.485079
